Burs Aliyor mu?,Burslu ise Burs Yuzdesi,Baska Bir Kurumdan Burs Aliyor mu?,Burs Aldigi Baska Kurum,Baska Kurumdan Aldigi Burs Miktari
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,memleketimin dernegi,300
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,1,genclik ve spor bakanligi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk bursu aliyorum,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,musiad,200
0,Null,1,devlet,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk .kredi aliyorum,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk kredi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kredi yurtlar kurumundan,500
0,Null,1,canakkale cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk kredi ama gelecek ay devlet kesiyor,500
0,Null,1,kyk,500
0,Null,1,kyk kredisi,500
0,Null,1,genclik ve spor bakanligi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,alarko holding destek vakfi,510
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk-burs,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kegev,150
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,yetim maasi aliyorum,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kizilay,250
0,Null,1,kyk(ilk 100 bursu),1500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,cesme rotaract,200
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,turkiye yardim severler dernegi,400
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,susehri ilim ve egitim vakfi,400
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,Null,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,1500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi yurtlar kurumu kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,babamin calistigi sirketten,350
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,koksal egitim vakfi,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kredi ve yurtlar kurumu(kredi),500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kusadasi egitim gonulluleri vakfi,150
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,gebze ticaret odasi,150
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,900
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredisi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,yuksek ogrenim kredi ve yurtlar mudurlugu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk geri donusumlu burs,500
0,Null,1,tekfen vakfi,650
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,genclik ve spor bakanligi,500
0,Null,0,Null,Null
0,Null,1,turk egitim vakfi,600
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,devlet kyk bursu,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,turk silahli kuvvetleri,200
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk burs,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,yurtkur,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
1,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,mardav,150
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,"kyk, cydd",720
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,erasmus +,2500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,aktas egitim vakfi,230
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,buvak,450
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,erzincanlilar vakfi,250
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,rumeli turkleri dernegi,300
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,sakev,150
0,Null,0,Null,Null
0,Null,1,istanbul ticaret odasi,665
0,Null,1,anadolu vakfi,375
0,Null,1,turk universiteli kadinlar dernegi,300
0,Null,1,kilim mobilya,175
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,tubitak,750
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,turk egitim vakfi,600
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,1,kyk,500
0,Null,1,almiyorum,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,"devlet , geri odemeli burs",500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,ito,665
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk geri odemeli burs,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,elginkan vakfi,400
0,Null,1,mumder,200
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,genclik ve spor bakanligi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,ilim yayma camyet ebsad programi,100
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet kyk bursu,500
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,Null,Null
0,Null,1,ogrenim kredisi,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
1,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,Null,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,ziraat bankasi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,turkiye eczacilar vakfindan karsilikli burs aliyorum.,300
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,devlet,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk burs,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,sureyya agaoglu cocuk dostlari dernegi,300
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,cagdas yasami destekleme dernegi,220
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk (ilk 100 bursu),1500
0,Null,1,ihh,250
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
1,Null,1,Null,Null
0,Null,0,Null,Null
0,Null,1,yuksek ogrenim kredi ve yurtlar kurumu,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk-burs,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,genclik ve spor bakanligi kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,"antalyalilar vakfi, tinaztepe vakfi",500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,yahyalilar dernegi.kyk kredisi,900
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,istanbul sanayi odasi vakfi,450
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,ak-is ticaret,200
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,tekirdag suleymanpasa belediyesi uzerinden,200
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,hacilar yardimlasma dernegi,100
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,ahbap dernegi,225
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,ozgur kuskucu bursu,300
1,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,470
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,konveyor,300
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,470
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,275
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk kredisi aliyorum,500
0,Null,0,Null,Null
0,Null,1,kayseri seker fabrikasi,180
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,mansur vakfi,150
0,Null,1,kyk geri odemeli,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredi aliyorum,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,egitim vakfi,450
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,saffet cam vakfi,200
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,hamdi ulukaya girisimi,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,devlet,500
0,Null,1,istanbul ticaret odasi,665
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kredili yurtlar kurumu (kredi),500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,celik ihracatcilari birligi,550
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,almiyorum,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk (kredi),500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,400
0,Null,1,"kyk, bogazici uni yemek ve yurt bursu",600
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,devlet,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,turk egitim vakfi,600
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,1,suurlu ogretmenler dernegi,250
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
0,Null,1,kyk,500
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,0,Null,Null
0,Null,1,kyk,500
