Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
sosyoloji(ikinci ogretim),4,0.0-2.5,Null,Null
hemsirelik (yuksekokul),4,2.5-3.0,Null,Null
saglik yonetimi (fakulte),2,0.0-2.5,Null,Null
nukleer enerji muhendisligi(ingilizce),2,2.5-3.0,Null,Null
fizyoterapi ve rehabilitasyon (fakulte),3,2.5-3.0,Null,Null
halkla iliskiler ve tanitim,4,2.5-3.0,Null,Null
isletme,3,2.5-3.0,Null,Null
turkce ogretmenligi,2,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi(ingilizce),2,3.0-3.5,Null,Null
hukuk,2,2.5-3.0,Null,Null
sivil hava ulastirma isletmeciligi (fakulte),2,3.0-4.0,Null,Null
isletme(ingilizce),2,0.0-2.5,Null,Null
ceviribilim,1,Null,Null,Null
moda tasarimi (m.t.o.k.),4,3.0-3.5,Null,Null
hemsirelik (fakulte),1,Null,Null,Null
turk dili ve edebiyati(ikinci ogretim),2,0.0-2.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
rehberlik ve psikolojik danismanlik,1,Null,Null,Null
isletme,3,2.5-3.0,Null,Null
tarih,4,2.5-3.0,Null,Null
iktisat,2,3.0-3.5,Null,Null
tip,2,Null,Null,Null
uzay muhendisligi(ingilizce),3,2.5-3.0,Null,Null
hemsirelik (fakulte),3,2.5-3.0,Null,Null
isletme,4,2.5-3.0,Null,Null
hukuk,2,0.0-2.5,Null,Null
tip,5,2.5-3.0,Null,Null
isletme,3,3.0-3.5,Null,Null
calisma ekonomisi ve endustri iliskileri,1,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
iktisat,3,3.0-4.0,Null,Null
beslenme ve diyetetik (yuksekokul),2,2.5-3.0,Null,Null
mimarlik,3,3.0-3.5,Null,Null
okul oncesi ogretmenligi,1,3.0-3.5,Null,Null
iktisat,4,0.0-2.5,Null,Null
metalurji ve malzeme muhendisligi,hazirlik,Null,Null,Null
endustri muhendisligi(ingilizce),3,3.0-3.5,Null,Null
tip,2,Null,Null,Null
ingilizce ogretmenligi(elt),2,2.5-3.0,Null,Null
endustri muhendisligi(ingilizce),3,2.5-3.0,Null,Null
okul oncesi ogretmenligi,4,3.0-4.0,Null,Null
tarih,1,3.0-3.5,Null,Null
isletme(turkce),4,Null,Null,Null
hukuk,2,2.5-3.0,Null,Null
hukuk,2,0.0-2.5,Null,Null
maliye(ikinci ogretim),4,2.5-3.0,Null,Null
endustri muhendisligi(ingilizce),3,3.0-4.0,Null,Null
tip(ingilizce),4,2.5-3.0,Null,Null
hukuk,3,2.5-3.0,Null,Null
endustri muhendisligi,2,3.0-4.0,Null,Null
cevre muhendisligi(ikinci ogretim),5,0.0-2.5,Null,Null
ekonometri,2,2.5-3.0,Null,Null
matematik,1,Null,Null,Null
endustri muhendisligi(ingilizce),4,2.5-3.0,Null,Null
endustri muhendisligi,1,2.5-3.0,Null,Null
elektrik-elektronik muhendisligi(ingilizce),3,2.5-3.0,Null,Null
tip,3,3.0-4.0,Null,Null
isletme,2,0.0-2.5,Null,Null
kimya muhendisligi,1,Null,Null,Null
turkce ogretmenligi,1,Null,Null,Null
ingilizce ogretmenligi,4,2.5-3.0,Null,Null
saglik yonetimi (fakulte),2,0.0-2.5,Null,Null
kore dili ve edebiyati,4,3.0-3.5,Null,Null
turizm rehberligi,3,2.5-3.0,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
iktisat(ingilizce),2,0.0-2.5,Null,Null
tip,2,2.5-3.0,Null,Null
spor yonetimi (yuksekokul),4,3.0-3.5,Null,Null
mimarlik,1,Null,Null,Null
insaat muhendisligi(ingilizce),2,0.0-2.5,Null,Null
jeofizik muhendisligi,1,0.0-2.5,Null,Null
hukuk,2,0.0-2.5,Null,Null
maden muhendisligi,4,0.0-2.5,Null,Null
kamu yonetimi,5,2.5-3.0,Null,Null
makine muhendisligi,4,3.0-3.5,Null,Null
uluslararasi ticaret (yuksekokul)(ikinci ogretim),2,2.5-3.0,Null,Null
elektrik-elektronik muhendisligi,4,0.0-2.5,Null,Null
halkla iliskiler ve tanitim,hazirlik,2.5-3.0,Null,Null
sosyal bilgiler ogretmenligi,2,2.5-3.0,Null,Null
siyaset bilimi ve kamu yonetimi(ikinci ogretim),2,2.5-3.0,Null,Null
elektrik-elektronik muhendisligi(ingilizce),hazirlik,Null,Null,Null
insaat muhendisligi,2,0.0-2.5,Null,Null
ucak elektrik-elektronik (yuksekokul),hazirlik,Null,Null,Null
isletme(ingilizce),2,2.5-3.0,Null,Null
endustri muhendisligi(ingilizce),2,0.0-2.5,Null,Null
bankacilik ve finans (yuksekokul),3,0.0-2.5,Null,Null
endustri muhendisligi,2,2.5-3.0,Null,Null
bilgisayar muhendisligi,3,0.0-2.5,Null,Null
metalurji ve malzeme muhendisligi,3,2.5-3.0,Null,Null
insaat muhendisligi(ingilizce),2,2.5-3.0,Null,Null
elektronik ve haberlesme muhendisligi(ingilizce),hazirlik,3.0-4.0,Null,Null
hukuk(ikinci ogretim),3,3.0-3.5,Null,Null
sinif ogretmenligi,2,2.5-3.0,Null,Null
isletme(ingilizce),3,2.5-3.0,Null,Null
iletisim sanatlari,3,2.5-3.0,Null,Null
yonetim bilisim sistemleri (fakulte),3,0.0-2.5,Null,Null
iktisat,2,2.5-3.0,Null,Null
insaat muhendisligi,1,3.0-3.5,Null,Null
makine muhendisligi(ingilizce),hazirlik,Null,Null,Null
diger,4,2.5-3.0,Null,Null
siyaset bilimi ve kamu yonetimi,3,2.5-3.0,Null,Null
elektrik-elektronik muhendisligi,hazirlik,Null,Null,Null
elektrik-elektronik muhendisligi(ingilizce),2,3.0-4.0,Null,Null
insaat muhendisligi,2,3.0-4.0,Null,Null
kamu yonetimi,5,0.0-2.5,Null,Null
bilgisayar ve ogretim teknolojileri ogretmenligi,3,3.0-3.5,Null,Null
tip,2,2.5-3.0,Null,Null
hukuk,3,0.0-2.5,Null,Null
tip,1,Null,Null,Null
makine muhendisligi,hazirlik,2.5-3.0,Null,Null
ekonometri,3,2.5-3.0,Null,Null
bilgisayar muhendisligi(ikinci ogretim),2,0.0-2.5,Null,Null
elektrik-elektronik muhendisligi (teknoloji fakultesi),3,3.0-3.5,Null,Null
makine muhendisligi,2,3.0-3.5,Null,Null
sanat tarihi(ikinci ogretim),1,2.5-3.0,Null,Null
calisma ekonomisi ve endustri iliskileri,3,2.5-3.0,Null,Null
bilgisayar muhendisligi,4,2.5-3.0,Null,Null
zihin engelliler ogretmenligi,2,2.5-3.0,Null,Null
elektrik-elektronik muhendisligi,2,2.5-3.0,Null,Null
iktisat,1,Null,Null,Null
molekuler biyoloji ve genetik,1,Null,Null,Null
isletme(ingilizce),3,3.0-4.0,Null,Null
bilgisayar muhendisligi(ingilizce),1,Null,Null,Null
hukuk,4,3.0-3.5,Null,Null
siyaset bilimi ve kamu yonetimi,4,0.0-2.5,Null,Null
elektrik-elektronik muhendisligi,2,0.0-2.5,Null,Null
elektrik-elektronik muhendisligi(ingilizce),2,2.5-3.0,Null,Null
makine muhendisligi,4,2.5-3.0,Null,Null
hukuk,1,Null,Null,Null
maliye,2,2.5-3.0,Null,Null
tip,1,Null,Null,Null
bilgisayar muhendisligi,2,0.0-2.5,Null,Null
endustri muhendisligi(ingilizce),2,2.5-3.0,Null,Null
bilgisayar muhendisligi(ingilizce),2,2.5-3.0,Null,Null
isletme,2,0.0-2.5,Null,Null
endustri urunleri tasarimi,2,2.5-3.0,Null,Null
siyaset bilimi ve kamu yonetimi,1,0.0-2.5,Null,Null
peyzaj mimarligi,3,0.0-2.5,Null,Null
tip,3,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi (teknoloji fakultesi),2,2.5-3.0,Null,Null
makine muhendisligi,3,0.0-2.5,Null,Null
maliye,3,2.5-3.0,Null,Null
mutercim-tercumanlik(ing-fra-turkce)(tam burslu),1,2.5-3.0,Null,Null
isletme(turkce),2,0.0-2.5,Null,Null
iktisat,3,0.0-2.5,Null,Null
makine muhendisligi(ingilizce),2,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi(ikinci ogretim),2,2.5-3.0,Null,Null
saglik kurumlari yoneticiligi (fakulte),2,0.0-2.5,Null,Null
tip,1,0.0-2.5,Null,Null
insaat muhendisligi(ingilizce),2,3.0-3.5,Null,Null
diger,3,0.0-2.5,Null,Null
spor yoneticiligi (yuksekokul),2,0.0-2.5,Null,Null
turizm isletmeciligi (fakulte),1,Null,Null,Null
bilgisayar muhendisligi(ingilizce),2,2.5-3.0,Null,Null
isletme,3,0.0-2.5,Null,Null
"radyo, televizyon ve sinema",2,2.5-3.0,Null,Null
otomotiv muhendisligi (teknoloji fakultesi)(ikinci ogretim),3,2.5-3.0,Null,Null
insaat muhendisligi,1,0.0-2.5,Null,Null
insaat muhendisligi,1,0.0-2.5,Null,Null
mekatronik muhendisligi,4,0.0-2.5,Null,Null
eczacilik,2,0.0-2.5,Null,Null
gemi insaati ve gemi makineleri muhendisligi,hazirlik,Null,Null,Null
elektrik-elektronik muhendisligi(ingilizce),2,3.0-3.5,Null,Null
hukuk,1,Null,Null,Null
harita muhendisligi(ikinci ogretim),3,2.5-3.0,Null,Null
tarih,2,2.5-3.0,Null,Null
maliye(ikinci ogretim),2,3.0-3.5,Null,Null
hemsirelik (yuksekokul),4,2.5-3.0,Null,Null
endustri muhendisligi(ingilizce),1,Null,Null,Null
biyomedikal muhendisligi,2,0.0-2.5,Null,Null
saglik idaresi,3,0.0-2.5,Null,Null
beslenme ve diyetetik (fakulte),4,2.5-3.0,Null,Null
iktisat(ingilizce),2,0.0-2.5,Null,Null
molekuler biyoloji ve genetik(ingilizce),3,2.5-3.0,Null,Null
halkla iliskiler ve tanitim,1,2.5-3.0,Null,Null
yonetim bilisim sistemleri (fakulte),2,2.5-3.0,Null,Null
calisma ekonomisi ve endustri iliskileri,3,3.0-3.5,Null,Null
endustri muhendisligi,2,0.0-2.5,Null,Null
iktisat(ingilizce),3,0.0-2.5,Null,Null
insaat muhendisligi,4,0.0-2.5,Null,Null
eczacilik,4,3.0-3.5,Null,Null
ilkogretim matematik ogretmenligi,4,3.0-3.5,Null,Null
endustri muhendisligi,4,0.0-2.5,Null,Null
hemsirelik (fakulte),2,2.5-3.0,Null,Null
turkce ogretmenligi,2,3.0-3.5,Null,Null
diger,4,2.5-3.0,Null,Null
endustri muhendisligi,2,0.0-2.5,Null,Null
seyahat isletmeciligi (yuksekokul),1,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
uluslararasi iliskiler(ingilizce),1,Null,Null,Null
endustri muhendisligi,1,3.0-3.5,Null,Null
okul oncesi ogretmenligi,2,3.0-4.0,Null,Null
biyomedikal muhendisligi,1,3.0-3.5,Null,Null
ilkogretim matematik ogretmenligi,4,2.5-3.0,Null,Null
siyaset bilimi ve kamu yonetimi(ikinci ogretim),1,2.5-3.0,Null,Null
gazetecilik,3,2.5-3.0,Null,Null
ingilizce ogretmenligi,1,3.0-4.0,Null,Null
hukuk,4,2.5-3.0,Null,Null
siyaset bilimi ve kamu yonetimi,3,0.0-2.5,Null,Null
endustri muhendisligi(ingilizce),1,Null,Null,Null
fen bilgisi ogretmenligi,2,2.5-3.0,Null,Null
turkce ogretmenligi,2,3.0-3.5,Null,Null
Null,3,2.5-3.0,Null,Null
felsefe,3,3.0-3.5,Null,Null
hemsirelik (yuksekokul),2,2.5-3.0,Null,Null
matematik muhendisligi,3,0.0-2.5,Null,Null
elektrik-elektronik muhendisligi,2,0.0-2.5,Null,Null
mimarlik,3,3.0-3.5,Null,Null
hukuk,3,0.0-2.5,Null,Null
elektrik muhendisligi,4,2.5-3.0,Null,Null
iktisat(turkce),1,2.5-3.0,Null,Null
fizyoterapi ve rehabilitasyon (fakulte),3,3.0-4.0,Null,Null
siyaset bilimi ve kamu yonetimi,1,3.0-3.5,Null,Null
bankacilik (yuksekokul),3,2.5-3.0,Null,Null
ilahiyat(ikinci ogretim),3,2.5-3.0,Null,Null
tip(cerrahpasa),2,3.0-3.5,Null,Null
hukuk,1,3.0-3.5,Null,Null
mimarlik(ingilizce),2,3.0-3.5,Null,Null
metalurji ve malzeme muhendisligi,2,2.5-3.0,Null,Null
isletme(ingilizce),2,2.5-3.0,Null,Null
ekonometri(ikinci ogretim),1,0.0-2.5,Null,Null
bilgisayar muhendisligi,3,0.0-2.5,Null,Null
mimarlik,4,2.5-3.0,Null,Null
halkla iliskiler ve reklamcilik (fakulte),3,0.0-2.5,Null,Null
yazilim muhendisligi (teknoloji fakultesi),3,0.0-2.5,Null,Null
yonetim bilisim sistemleri (fakulte),3,2.5-3.0,Null,Null
uluslararasi iliskiler(ingilizce),1,Null,Null,Null
basin ve yayin,2,2.5-3.0,Null,Null
bilgisayar ve ogretim teknolojileri ogretmenligi,2,2.5-3.0,Null,Null
endustri muhendisligi,3,2.5-3.0,Null,Null
elektrik-elektronik muhendisligi(ikinci ogretim),hazirlik,Null,Null,Null
siyaset bilimi ve uluslararasi iliskiler,3,0.0-2.5,Null,Null
gemi ve deniz teknolojisi muhendisligi(ingilizce),1,Null,Null,Null
bankacilik ve sigortacilik (yuksekokul),2,2.5-3.0,Null,Null
gazetecilik,2,2.5-3.0,Null,Null
insaat muhendisligi(ingilizce),1,Null,Null,Null
insaat muhendisligi(ingilizce),3,0.0-2.5,Null,Null
makine muhendisligi,1,Null,Null,Null
isletme,4,2.5-3.0,Null,Null
tip,2,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi,2,0.0-2.5,Null,Null
eczacilik,2,3.0-3.5,Null,Null
elektrik-elektronik muhendisligi,2,3.0-4.0,Null,Null
bahce bitkileri,4,2.5-3.0,Null,Null
insan kaynaklari yonetimi (yuksekokul),2,2.5-3.0,Null,Null
sosyoloji,1,Null,Null,Null
sosyoloji,1,Null,Null,Null
elektrik-elektronik muhendisligi(ingilizce),2,3.0-3.5,Null,Null
iktisat(ingilizce),1,Null,Null,Null
insaat muhendisligi,1,Null,Null,Null
rehberlik ve psikolojik danismanlik,2,3.0-3.5,Null,Null
iktisat(ingilizce),hazirlik,Null,Null,Null
diger,1,3.0-3.5,Null,Null
turk dili ve edebiyati,4,2.5-3.0,Null,Null
bilgisayar muhendisligi(ingilizce),1,Null,Null,Null
turkce ogretmenligi,3,Null,Null,Null
bilgisayar muhendisligi,1,Null,Null,Null
diger,1,2.5-3.0,Null,Null
tip,1,Null,Null,Null
endustri muhendisligi(ikinci ogretim),4,0.0-2.5,Null,Null
gida muhendisligi,2,0.0-2.5,Null,Null
yonetim bilisim sistemleri (fakulte),2,0.0-2.5,Null,Null
endustri muhendisligi,3,2.5-3.0,Null,Null
bilgisayar muhendisligi(ingilizce),4,0.0-2.5,Null,Null
bilgisayar muhendisligi(ingilizce),1,Null,Null,Null
tip,3,2.5-3.0,Null,Null
bitki koruma,3,3.0-3.5,Null,Null
isletme,1,0.0-2.5,Null,Null
matematik,1,3.0-3.5,Null,Null
makine muhendisligi(ikinci ogretim),3,3.0-3.5,Null,Null
iktisat(ingilizce),4,0.0-2.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
turkce ogretmenligi,2,3.0-3.5,Null,Null
endustri muhendisligi,3,3.0-3.5,Null,Null
ekonometri,1,0.0-2.5,Null,Null
diger,2,0.0-2.5,Null,Null
iktisat(ingilizce),2,2.5-3.0,Null,Null
isletme,2,2.5-3.0,Null,Null
hukuk,4,2.5-3.0,Null,Null
hemsirelik (fakulte),1,3.0-4.0,Null,Null
hemsirelik (fakulte),1,2.5-3.0,Null,Null
maden muhendisligi(ingilizce),1,Null,Null,Null
okul oncesi ogretmenligi,2,Null,Null,Null
dis hekimligi,2,3.0-3.5,Null,Null
siyaset bilimi ve kamu yonetimi,1,0.0-2.5,Null,Null
isletme(ingilizce),3,3.0-3.5,Null,Null
insaat muhendisligi(ingilizce),4,3.0-3.5,Null,Null
bilgisayar muhendisligi(ingilizce)(ikinci ogretim),1,Null,Null,Null
kamu yonetimi,3,3.0-3.5,Null,Null
basin ve yayin,4,3.0-3.5,Null,Null
hukuk,2,3.0-3.5,Null,Null
ebelik (yuksekokul),2,3.0-3.5,Null,Null
iktisat(ingilizce),2,0.0-2.5,Null,Null
insaat muhendisligi,3,0.0-2.5,Null,Null
okul oncesi ogretmenligi(tam burslu),4,3.0-4.0,Null,Null
mutercim-tercumanlik(ingilizce),3,2.5-3.0,Null,Null
makine muhendisligi(ingilizce),1,Null,Null,Null
makine muhendisligi,4,0.0-2.5,Null,Null
isletme,1,2.5-3.0,Null,Null
hukuk,3,0.0-2.5,Null,Null
elektronik ve haberlesme muhendisligi,2,2.5-3.0,Null,Null
biyomedikal muhendisligi,3,2.5-3.0,Null,Null
hukuk,1,Null,Null,Null
saglik yonetimi (fakulte),1,3.0-4.0,Null,Null
elektrik-elektronik muhendisligi (m.t.o.k.)(ikinci ogretim),2,Null,Null,Null
hukuk,2,0.0-2.5,Null,Null
makine muhendisligi(ingilizce),4,0.0-2.5,Null,Null
siyaset bilimi ve kamu yonetimi,2,0.0-2.5,Null,Null
ucak muhendisligi,1,Null,Null,Null
iktisat,2,2.5-3.0,Null,Null
ilahiyat,2,3.0-3.5,Null,Null
ingiliz dili ve edebiyati,3,2.5-3.0,Null,Null
insaat muhendisligi,2,0.0-2.5,Null,Null
insaat muhendisligi,2,2.5-3.0,Null,Null
maliye(uzaktan egitim),1,Null,Null,Null
makine muhendisligi,3,0.0-2.5,Null,Null
fizyoterapi ve rehabilitasyon (fakulte),2,2.5-3.0,Null,Null
biyomedikal muhendisligi,4,2.5-3.0,Null,Null
iktisat(turkce),2,2.5-3.0,Null,Null
maliye,1,2.5-3.0,Null,Null
halkla iliskiler ve tanitim,2,2.5-3.0,Null,Null
makine muhendisligi,4,2.5-3.0,Null,Null
jeoloji muhendisligi(ingilizce),2,0.0-2.5,Null,Null
iktisat,2,0.0-2.5,Null,Null
iktisat(ingilizce),4,3.0-3.5,Null,Null
isletme,3,0.0-2.5,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,0.0-2.5,Null,Null
insaat muhendisligi(ingilizce),4,0.0-2.5,Null,Null
saglik kurumlari yoneticiligi (yuksekokul),3,3.0-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,3.0-3.5,Null,Null
enerji sistemleri muhendisligi (teknoloji fakultesi)(ikinci ogretim),3,Null,Null,Null
tip,3,3.0-4.0,Null,Null
uluslararasi ticaret (fakulte),3,2.5-3.0,Null,Null
denizcilik isletmeleri yonetimi (yuksekokul),1,Null,Null,Null
bilgisayar muhendisligi,2,0.0-2.5,Null,Null
siyaset bilimi ve uluslararasi iliskiler,4,3.0-4.0,Null,Null
tip(ingilizce),3,3.0-3.5,Null,Null
iktisat(turkce),1,Null,Null,Null
hukuk,1,3.0-3.5,Null,Null
isletme(ikinci ogretim),2,0.0-2.5,Null,Null
enerji sistemleri muhendisligi,4,0.0-2.5,Null,Null
isletme(ingilizce),1,Null,Null,Null
isletme,3,0.0-2.5,Null,Null
endustri muhendisligi,3,2.5-3.0,Null,Null
bilgisayar muhendisligi,3,0.0-2.5,Null,Null
bilgisayar muhendisligi(ingilizce),1,0.0-2.5,Null,Null
makine muhendisligi(ingilizce),3,3.0-3.5,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,3.0-4.0,Null,Null
endustri muhendisligi,3,0.0-2.5,Null,Null
bilgisayar muhendisligi(ingilizce),3,0.0-2.5,Null,Null
endustri urunleri tasarimi(ingilizce),4,3.0-3.5,Null,Null
isletme,1,Null,Null,Null
metalurji ve malzeme muhendisligi,3,0.0-2.5,Null,Null
insaat muhendisligi,3,0.0-2.5,Null,Null
isletme(turkce),4,3.0-3.5,Null,Null
hukuk,3,3.0-3.5,Null,Null
isletme(ingilizce),1,Null,Null,Null
mimarlik,2,3.0-3.5,Null,Null
isletme,3,0.0-2.5,Null,Null
bilgisayar muhendisligi(ingilizce),1,Null,Null,Null
isletme,2,0.0-2.5,Null,Null
ekonomi,2,3.0-3.5,Null,Null
ilahiyat,1,3.0-3.5,Null,Null
calisma ekonomisi ve endustri iliskileri,3,2.5-3.0,Null,Null
tip,3,2.5-3.0,Null,Null
turk dili ve edebiyati,3,0.0-2.5,Null,Null
bankacilik ve finans (fakulte),2,0.0-2.5,Null,Null
uluslararasi ticaret ve lojistik (fakulte),2,Null,Null,Null
makine muhendisligi,2,2.5-3.0,Null,Null
ingilizce ogretmenligi,1,2.5-3.0,Null,Null
tip(ingilizce),3,3.0-3.5,Null,Null
matematik muhendisligi(ingilizce),4,2.5-3.0,Null,Null
petrol ve dogalgaz muhendisligi(ingilizce),1,Null,Null,Null
bilgisayar ve enformasyon sistemleri,1,2.5-3.0,Null,Null
bilgisayar muhendisligi(ingilizce),2,0.0-2.5,Null,Null
siyaset bilimi ve uluslararasi iliskiler(ingilizce),1,3.0-3.5,Null,Null
enerji sistemleri muhendisligi(ikinci ogretim),2,2.5-3.0,Null,Null
mimarlik,3,3.0-3.5,Null,Null
hukuk,1,Null,Null,Null
dis hekimligi,1,Null,Null,Null
mimarlik,2,0.0-2.5,Null,Null
turk dili ve edebiyati(ikinci ogretim),3,2.5-3.0,Null,Null
tip,3,2.5-3.0,Null,Null
hukuk,3,3.0-3.5,Null,Null
matematik,2,0.0-2.5,Null,Null
tarih,3,2.5-3.0,Null,Null
siyaset bilimi ve kamu yonetimi,2,0.0-2.5,Null,Null
matematik,2,0.0-2.5,Null,Null
yonetim bilisim sistemleri (fakulte),2,Null,Null,Null
eczacilik,hazirlik,Null,Null,Null
bilgisayar ve ogretim teknolojileri ogretmenligi(ingilizce),3,2.5-3.0,Null,Null
fizyoterapi ve rehabilitasyon (fakulte),2,3.0-3.5,Null,Null
ingiliz dili ve edebiyati,3,2.5-3.0,Null,Null
isletme(siyasal bilgiler fakultesi),1,0.0-2.5,Null,Null
bilgisayar muhendisligi(ingilizce),1,Null,Null,Null
dis hekimligi,3,2.5-3.0,Null,Null
iktisat,2,3.0-4.0,Null,Null
makine muhendisligi(ikinci ogretim),1,Null,Null,Null
elektrik-elektronik muhendisligi,3,2.5-3.0,Null,Null
isletme,2,0.0-2.5,Null,Null
siyaset bilimi ve kamu yonetimi,1,Null,Null,Null
siyaset bilimi ve uluslararasi iliskiler,2,2.5-3.0,Null,Null
tip(istanbul),2,3.0-3.5,Null,Null
turk dili ve edebiyati ogretmenligi,4,2.5-3.0,Null,Null
uzay muhendisligi(ingilizce),2,3.0-4.0,Null,Null
iktisat(ingilizce),hazirlik,Null,Null,Null
elektrik-elektronik muhendisligi,2,2.5-3.0,Null,Null
mimarlik,3,3.0-3.5,Null,Null
otomotiv muhendisligi,3,0.0-2.5,Null,Null
endustri muhendisligi,3,2.5-3.0,Null,Null
fizik ogretmenligi,2,0.0-2.5,Null,Null
radyo ve televizyon,2,0.0-2.5,Null,Null
diger,1,0.0-2.5,Null,Null
mimarlik(ingilizce),2,0.0-2.5,Null,Null
petrol ve dogalgaz muhendisligi(ingilizce),2,2.5-3.0,Null,Null
metalurji ve malzeme muhendisligi (teknoloji fakultesi),1,Null,Null,Null
gemi insaati ve gemi makineleri muhendisligi(ikinci ogretim),2,0.0-2.5,Null,Null
tip,2,3.0-3.5,Null,Null
insaat muhendisligi(ingilizce),2,2.5-3.0,Null,Null
iktisat(ikinci ogretim),1,Null,Null,Null
kontrol ve otomasyon muhendisligi,1,Null,Null,Null
tip(cerrahpasa)(ingilizce),2,3.0-3.5,Null,Null
maliye,3,0.0-2.5,Null,Null
uluslararasi iliskiler(ingilizce),2,3.0-3.5,Null,Null
bilgisayar muhendisligi(ikinci ogretim),4,2.5-3.0,Null,Null
uluslararasi lojistik ve tasimacilik (fakulte),1,0.0-2.5,Null,Null
mimarlik,4,3.0-4.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler(ikinci ogretim),4,2.5-3.0,Null,Null
ingiliz dili ve edebiyati,2,2.5-3.0,Null,Null
sivil hava ulastirma isletmeciligi (fakulte),2,2.5-3.0,Null,Null
gida teknolojisi (yuksekokul),1,2.5-3.0,Null,Null
sosyal bilgiler ogretmenligi,4,3.0-3.5,Null,Null
siyaset bilimi ve kamu yonetimi,4,2.5-3.0,Null,Null
kimya,4,0.0-2.5,Null,Null
isletme(ingilizce),2,2.5-3.0,Null,Null
calisma ekonomisi ve endustri iliskileri(uzaktan egitim),2,2.5-3.0,Null,Null
gida muhendisligi,4,2.5-3.0,Null,Null
diger,2,2.5-3.0,Null,Null
Null,2,Null,Null,Null
turk dili ve edebiyati,3,2.5-3.0,Null,Null
yonetim bilisim sistemleri (fakulte),2,2.5-3.0,Null,Null
hukuk(ingilizce),2,0.0-2.5,Null,Null
iktisat,4,2.5-3.0,Null,Null
uluslararasi iliskiler(ikinci ogretim),4,0.0-2.5,Null,Null
iktisat(ingilizce),2,2.5-3.0,Null,Null
iktisat,3,2.5-3.0,Null,Null
psikoloji,2,2.5-3.0,Null,Null
yonetim bilisim sistemleri (fakulte)(ikinci ogretim),2,0.0-2.5,Null,Null
siyaset bilimi ve kamu yonetimi,1,3.0-3.5,Null,Null
endustri muhendisligi,2,0.0-2.5,Null,Null
muhasebe bilgi sistemleri (yuksekokul),3,3.0-3.5,Null,Null
isletme,3,3.0-3.5,Null,Null
iktisat,4,3.0-3.5,Null,Null
sanat tarihi,3,2.5-3.0,Null,Null
fizyoterapi ve rehabilitasyon (yuksekokul),2,2.5-3.0,Null,Null
sosyoloji,3,3.0-3.5,Null,Null
ekonomi(ingilizce),3,0.0-2.5,Null,Null
jeofizik muhendisligi,3,0.0-2.5,Null,Null
Null,1,3.0-3.5,Null,Null
isletme,2,3.0-4.0,Null,Null
molekuler biyoloji ve genetik,1,Null,Null,Null
iktisat,4,2.5-3.0,Null,Null
bilgisayar muhendisligi(ingilizce),3,2.5-3.0,Null,Null
siyaset bilimi ve uluslararasi iliskiler,4,2.5-3.0,Null,Null
lojistik yonetimi,1,Null,Null,Null
diger,1,0.0-2.5,Null,Null
arkeoloji,5,0.0-2.5,Null,Null
eczacilik,2,2.5-3.0,Null,Null
endustri muhendisligi,4,2.5-3.0,Null,Null
ekonometri,4,0.0-2.5,Null,Null
gida muhendisligi,3,2.5-3.0,Null,Null
kimya,2,0.0-2.5,Null,Null
endustri urunleri tasarimi,4,3.0-3.5,Null,Null
isletme,2,0.0-2.5,Null,Null
isletme bilgi yonetimi (yuksekokul),2,0.0-2.5,Null,Null
kamu yonetimi,2,2.5-3.0,Null,Null
istatistik,2,2.5-3.0,Null,Null
ekonometri(ikinci ogretim),3,2.5-3.0,Null,Null
turizm isletmeciligi ve otelcilik (fakulte),3,0.0-2.5,Null,Null
uluslararasi iliskiler,2,2.5-3.0,Null,Null
isletme,3,0.0-2.5,Null,Null
uluslararasi iliskiler(ingilizce),2,3.0-4.0,Null,Null
isletme(turkce),3,0.0-2.5,Null,Null
insaat muhendisligi,4,0.0-2.5,Null,Null
uluslararasi iliskiler,4,0.0-2.5,Null,Null
hukuk,2,2.5-3.0,Null,Null
endustri muhendisligi,1,0.0-2.5,Null,Null
endustri muhendisligi(ingilizce)(ikinci ogretim),1,0.0-2.5,Null,Null
mekatronik muhendisligi (teknoloji fakultesi)(ikinci ogretim),1,0.0-2.5,Null,Null
veterinerlik,1,Null,Null,Null
endustri muhendisligi,3,2.5-3.0,Null,Null
bilgisayar muhendisligi,1,0.0-2.5,Null,Null
sanat tarihi,3,2.5-3.0,Null,Null
uluslararasi ticaret (fakulte)(ikinci ogretim),4,2.5-3.0,Null,Null
makine muhendisligi(ingilizce),2,3.0-4.0,Null,Null
