Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri
kadin,1999/08/20,ankara,ankara
kadin,1997/03/08,antalya,antalya
kadin,1998/06/02,amasya,trabzon
kadin,1995/10/20,sivas,istanbul
kadin,1995/01/04,konya,sakarya
kadin,1993/04/01,kirikkale,kirikkale
kadin,1998/03/09,samsun,samsun
kadin,1998/02/11,mersin,mersin
kadin,1996/03/10,istanbul,istanbul
kadin,1996/06/04,ankara,ankara
kadin,1998/03/22,kocaeli,kocaeli
kadin,1997/05/10,bursa,bursa
kadin,1998/09/01,bolu,ankara
kadin,1995/09/06,istanbul,istanbul
kadin,1995/01/03,ankara,istanbul
kadin,1995/08/21,mersin,izmir
kadin,1995/02/15,ordu,ordu
kadin,1998/07/24,samsun,samsun
kadin,1997/06/05,istanbul,istanbul
kadin,1996/04/18,eskisehir,eskisehir
kadin,1996/10/16,bursa,bursa
kadin,1997/12/29,Null,adana
erkek,1997/07/20,kahramanmaras,kahramanmaras
erkek,1998/07/05,antalya,istanbul
kadin,1996/08/30,erzurum,erzurum
erkek,1996/05/30,adiyaman,gaziantep
erkek,1996/02/06,istanbul,istanbul
erkek,1997/05/19,gaziantep,gaziantep
erkek,1996/12/20,ardahan,istanbul
erkek,1996/09/15,ordu,istanbul
erkek,1996/07/05,nigde,istanbul
erkek,1996/08/10,van,van
kadin,1998/06/24,mersin,mersin
erkek,1994/06/25,kastamonu,izmir
kadin,1998/02/25,manisa,manisa
kadin,1995/08/09,Null,sakarya
erkek,1995/02/19,Null,istanbul
erkek,1996/05/01,Null,kastamonu
erkek,1995/06/15,kocaeli,istanbul
erkek,1998/07/26,elazig,eskisehir
kadin,1996/04/08,tunceli,hatay
kadin,1994/02/13,istanbul,kayseri
kadin,1991/10/06,sinop,istanbul
kadin,1998/04/23,aksaray,aksaray
kadin,1992/11/29,samsun,istanbul
kadin,1997/06/12,istanbul,istanbul
kadin,1992/10/25,corum,corum
kadin,1996/12/20,sivas,canakkale
kadin,1998/02/20,erzurum,istanbul
kadin,1996/07/04,zonguldak,istanbul
erkek,1997/07/24,mardin,mardin
erkek,1998/10/10,mus,malatya
kadin,1995/12/08,izmir,izmir
kadin,1997/09/10,batman,erzurum
kadin,1997/10/03,corum,rize
kadin,1997/07/20,Null,izmir
erkek,1994/03/23,diyarbakir,diyarbakir
kadin,1996/09/30,izmir,izmir
kadin,1996/12/01,batman,batman
kadin,1997/11/04,adana,istanbul
kadin,1998/10/25,ankara,ankara
kadin,1998/09/06,adana,antalya
kadin,1997/08/24,adana,istanbul
kadin,1993/12/15,mersin,mersin
kadin,1998/11/10,tokat,tokat
kadin,1996/06/09,mugla,izmir
kadin,1996/09/14,izmir,izmir
kadin,1998/08/03,izmir,izmir
kadin,1995/10/12,canakkale,Null
kadin,1996/01/23,izmir,izmir
kadin,1997/06/24,igdir,zonguldak
kadin,1996/02/25,ankara,ankara
kadin,1997/05/13,izmir,manisa
erkek,1994/09/06,trabzon,trabzon
erkek,1996/03/24,samsun,ankara
erkek,1995/12/02,sanliurfa,malatya
erkek,1997/09/13,mersin,mersin
erkek,1994/02/24,afyonkarahisar,afyonkarahisar
erkek,1997/08/17,antalya,usak
erkek,1995/01/10,diyarbakir,diyarbakir
erkek,1996/09/15,ankara,ankara
erkek,1998/02/08,bursa,kocaeli
erkek,1994/01/01,van,konya
erkek,1995/12/20,istanbul,istanbul
erkek,1998/04/08,bitlis,istanbul
erkek,1997/08/12,istanbul,bursa
erkek,1996/12/20,konya,cankiri
erkek,1997/10/29,agri,agri
erkek,1997/01/01,istanbul,istanbul
erkek,1996/12/10,izmir,izmir
kadin,1996/08/12,istanbul,istanbul
kadin,1997/09/26,denizli,denizli
kadin,1995/09/09,istanbul,istanbul
kadin,1997/07/11,bursa,bursa
kadin,1995/07/13,tekirdag,tekirdag
kadin,1996/06/10,ankara,ankara
kadin,1996/03/24,manisa,istanbul
kadin,1995/08/31,izmir,izmir
kadin,1996/08/27,adana,adana
kadin,1996/03/04,batman,batman
kadin,1996/02/07,ankara,ankara
kadin,1995/04/08,istanbul,istanbul
kadin,1995/02/13,ankara,ankara
erkek,1996/06/15,istanbul,istanbul
erkek,1996/03/03,mus,mus
kadin,1996/05/27,bursa,bursa
kadin,1996/08/15,ankara,ankara
kadin,1997/05/31,bursa,bursa
kadin,1996/12/10,izmir,izmir
kadin,1996/03/22,ankara,ankara
kadin,1995/08/02,amasya,trabzon
kadin,1997/12/07,balikesir,balikesir
kadin,1998/02/23,ankara,ankara
kadin,1996/09/10,mersin,kayseri
kadin,1998/08/13,istanbul,istanbul
kadin,2017/06/13,izmir,izmir
kadin,1996/01/20,istanbul,erzincan
erkek,1995/11/15,adana,adana
erkek,1998/05/15,kahramanmaras,kocaeli
kadin,1997/09/03,gaziantep,eskisehir
kadin,1996/05/21,adiyaman,adiyaman
kadin,1997/10/12,istanbul,istanbul
kadin,1994/10/11,kastamonu,istanbul
kadin,1994/07/15,sinop,samsun
kadin,1996/09/01,kahramanmaras,kahramanmaras
kadin,1999/06/10,gaziantep,gaziantep
kadin,1996/01/15,sanliurfa,sanliurfa
kadin,1996/08/02,sakarya,sakarya
kadin,1997/08/27,yozgat,yozgat
kadin,1995/03/20,kars,tekirdag
erkek,1994/09/05,mardin,mersin
erkek,1994/09/30,sinop,tekirdag
kadin,1997/01/13,ankara,ankara
kadin,1997/07/14,izmir,ankara
kadin,1995/12/27,istanbul,ankara
erkek,1998/12/30,van,van
erkek,1998/11/15,van,van
erkek,1993/04/20,elazig,elazig
erkek,1996/07/16,aydin,aydin
erkek,1994/02/20,rize,duzce
erkek,1997/04/22,istanbul,istanbul
kadin,1997/09/17,istanbul,istanbul
kadin,1996/02/13,ankara,yalova
kadin,1997/07/11,izmir,izmir
kadin,1997/06/24,istanbul,canakkale
kadin,1998/01/23,istanbul,istanbul
kadin,1997/04/09,cankiri,cankiri
kadin,1998/06/06,kocaeli,kocaeli
kadin,1998/05/20,mersin,mersin
kadin,1997/01/02,balikesir,izmir
kadin,1996/12/14,aydin,aydin
kadin,1996/03/02,diyarbakir,kars
kadin,1996/01/17,sanliurfa,sanliurfa
kadin,1996/12/10,mersin,mersin
erkek,1996/10/10,kayseri,istanbul
erkek,1994/01/12,antalya,konya
erkek,1996/10/31,afyonkarahisar,istanbul
erkek,1995/11/10,ankara,ankara
erkek,1997/05/17,nigde,antalya
erkek,1994/01/01,Null,aydin
erkek,1995/03/26,kastamonu,kastamonu
erkek,1997/01/18,nigde,nigde
kadin,1999/01/24,malatya,malatya
kadin,1994/05/12,sanliurfa,kayseri
kadin,1994/07/21,istanbul,istanbul
kadin,1996/07/03,sakarya,sakarya
kadin,1998/10/27,canakkale,canakkale
kadin,1997/09/23,sakarya,kocaeli
kadin,1997/11/11,afyonkarahisar,eskisehir
kadin,1997/06/14,istanbul,istanbul
kadin,1996/01/01,gaziantep,gaziantep
kadin,1996/03/02,kayseri,isparta
kadin,1998/10/06,kahramanmaras,kahramanmaras
kadin,1996/10/23,sakarya,sakarya
erkek,1993/11/11,istanbul,istanbul
erkek,1995/11/24,mersin,istanbul
erkek,1997/09/01,denizli,denizli
erkek,1995/10/07,antalya,antalya
erkek,1995/12/08,kayseri,istanbul
erkek,1996/09/30,hatay,istanbul
Null,1991/02/06,isparta,isparta
erkek,1995/06/28,konya,istanbul
erkek,1994/07/29,konya,istanbul
erkek,1998/06/13,antalya,istanbul
erkek,1997/07/03,istanbul,istanbul
erkek,1997/05/24,sanliurfa,aydin
erkek,1995/02/25,mersin,burdur
erkek,1995/09/07,bursa,ankara
erkek,1996/03/25,ankara,ankara
erkek,1998/05/19,diyarbakir,antalya
erkek,1997/11/01,denizli,elazig
erkek,1997/06/16,ordu,ordu
erkek,1995/11/20,sivas,sivas
erkek,1993/02/07,gaziantep,gaziantep
erkek,1999/02/20,Null,Null
erkek,1996/01/16,ankara,mersin
erkek,1998/10/01,manisa,manisa
erkek,1995/12/03,karabuk,karabuk
kadin,1996/09/11,mugla,canakkale
kadin,1996/12/01,ordu,sakarya
kadin,1998/09/14,manisa,manisa
kadin,1995/06/17,manisa,izmir
kadin,1998/07/20,osmaniye,osmaniye
kadin,1997/10/28,istanbul,istanbul
kadin,1995/03/29,osmaniye,osmaniye
kadin,1995/01/03,kocaeli,kocaeli
kadin,Null,usak,ankara
kadin,1994/02/09,elazig,elazig
kadin,1994/11/03,mardin,diyarbakir
kadin,1996/07/22,isparta,isparta
kadin,1997/04/02,yozgat,yozgat
kadin,1996/11/14,tokat,tokat
kadin,1995/03/23,adana,istanbul
kadin,1995/12/18,istanbul,istanbul
kadin,1994/10/16,elazig,ankara
kadin,1996/01/29,bingol,istanbul
kadin,1996/09/06,yozgat,ankara
kadin,1997/02/07,ankara,ankara
kadin,1996/09/11,osmaniye,eskisehir
kadin,1994/06/01,kahramanmaras,zonguldak
kadin,1997/02/06,sirnak,gaziantep
kadin,1997/01/01,mus,kocaeli
kadin,1997/06/11,yozgat,yozgat
kadin,Null,bursa,konya
kadin,1996/02/02,trabzon,trabzon
kadin,1997/01/01,eskisehir,eskisehir
kadin,1998/08/28,nigde,nigde
kadin,1994/07/22,konya,konya
kadin,1996/06/30,manisa,istanbul
kadin,1998/05/03,van,van
kadin,1997/01/15,batman,gaziantep
kadin,1996/04/18,ankara,afyonkarahisar
kadin,1996/08/31,Null,ankara
kadin,1996/07/10,karaman,karaman
kadin,1997/02/06,bursa,istanbul
kadin,1995/03/10,malatya,malatya
kadin,1995/09/01,antalya,antalya
kadin,1998/09/04,elazig,elazig
kadin,1996/01/01,konya,konya
kadin,1997/05/20,malatya,adiyaman
kadin,1997/10/25,istanbul,istanbul
kadin,1999/01/01,usak,usak
kadin,1992/02/01,kars,kars
kadin,1997/08/30,kocaeli,kocaeli
kadin,1996/01/01,kayseri,kayseri
kadin,1998/04/21,istanbul,istanbul
erkek,1996/05/27,manisa,izmir
erkek,1995/08/10,adana,gaziantep
erkek,1996/07/21,antalya,antalya
kadin,1993/02/02,konya,eskisehir
kadin,1997/06/29,hatay,hatay
kadin,Null,edirne,edirne
erkek,1995/08/07,osmaniye,istanbul
erkek,1995/01/04,istanbul,istanbul
erkek,1995/03/28,sivas,istanbul
erkek,1997/11/06,ankara,ankara
erkek,1995/07/03,bolu,istanbul
erkek,Null,mardin,adana
erkek,1997/06/01,aksaray,aksaray
erkek,1997/02/24,kirikkale,istanbul
erkek,1998/02/25,gaziantep,ankara
erkek,1995/07/02,istanbul,istanbul
erkek,1995/10/25,mersin,ankara
erkek,1994/10/20,kirsehir,ankara
erkek,1994/10/20,ankara,ankara
erkek,1996/01/03,istanbul,istanbul
erkek,1997/03/21,tokat,samsun
erkek,1996/09/03,kutahya,sivas
erkek,1995/01/09,bursa,bursa
erkek,1995/04/30,kayseri,adana
erkek,2017/07/07,canakkale,canakkale
erkek,1996/06/21,bursa,ankara
erkek,1997/11/15,sakarya,istanbul
erkek,1997/07/05,konya,antalya
erkek,1996/05/16,kutahya,istanbul
erkek,1992/08/11,ankara,istanbul
erkek,1995/10/30,izmir,istanbul
erkek,1998/05/29,konya,nigde
erkek,1997/09/22,sakarya,sakarya
erkek,1995/10/09,ankara,ankara
erkek,1999/01/01,istanbul,istanbul
erkek,1997/10/25,konya,duzce
erkek,1996/05/10,konya,konya
erkek,1997/11/02,hatay,hatay
kadin,1997/08/23,istanbul,istanbul
erkek,1995/11/15,ankara,ankara
erkek,1995/06/20,kayseri,kayseri
erkek,1992/03/17,adana,kayseri
erkek,1996/04/23,agri,kastamonu
kadin,1997/07/24,igdir,istanbul
kadin,1995/12/16,istanbul,istanbul
kadin,1995/01/01,corum,kayseri
erkek,1997/09/23,giresun,isparta
erkek,1996/01/13,balikesir,izmir
erkek,1996/01/27,Null,canakkale
erkek,1996/02/01,manisa,ankara
erkek,1994/03/26,bolu,bursa
erkek,1996/03/04,canakkale,eskisehir
erkek,1995/07/18,mersin,ankara
erkek,1997/09/15,malatya,gaziantep
erkek,1996/02/02,aydin,aydin
erkek,1993/01/20,mardin,usak
erkek,1996/06/29,rize,istanbul
erkek,1997/06/01,adiyaman,bursa
erkek,1994/07/13,istanbul,canakkale
erkek,1994/11/30,corum,corum
erkek,1995/10/10,istanbul,trabzon
erkek,1995/06/06,istanbul,istanbul
erkek,1994/01/25,istanbul,istanbul
erkek,1994/09/19,tekirdag,istanbul
erkek,1997/10/21,adana,adana
kadin,1997/10/15,kahramanmaras,istanbul
kadin,1995/12/10,ankara,ankara
erkek,1996/08/07,kirklareli,kirklareli
erkek,1994/04/04,ankara,ankara
kadin,1994/07/29,istanbul,istanbul
erkek,1995/06/10,kars,kayseri
erkek,1994/07/16,istanbul,istanbul
erkek,1997/11/04,ankara,bursa
erkek,1997/10/21,istanbul,istanbul
erkek,1992/11/23,duzce,istanbul
erkek,1998/05/15,istanbul,istanbul
erkek,1995/05/14,tekirdag,zonguldak
erkek,1998/04/10,manisa,eskisehir
erkek,1998/02/05,antalya,kutahya
erkek,1997/04/14,istanbul,ankara
erkek,1996/01/03,antalya,antalya
erkek,1993/06/29,istanbul,istanbul
erkek,1998/10/26,trabzon,trabzon
erkek,1996/11/15,edirne,istanbul
erkek,1997/09/08,mersin,istanbul
kadin,1995/05/28,erzurum,kayseri
kadin,1995/06/25,bayburt,rize
kadin,1991/10/02,batman,batman
kadin,1997/03/01,konya,konya
kadin,1998/01/01,mardin,batman
kadin,1995/06/16,erzurum,erzurum
kadin,1997/12/30,edirne,edirne
kadin,1994/05/05,mardin,isparta
kadin,1994/08/22,sivas,istanbul
kadin,1996/07/22,canakkale,canakkale
kadin,1996/07/06,ankara,ankara
kadin,1995/06/12,malatya,ankara
kadin,1994/01/01,elazig,izmir
kadin,1997/08/28,giresun,giresun
erkek,1994/01/15,istanbul,istanbul
erkek,1994/06/24,bartin,istanbul
erkek,1994/11/09,ordu,istanbul
erkek,1993/11/03,kars,antalya
erkek,1996/10/30,istanbul,istanbul
erkek,1997/03/03,istanbul,istanbul
erkek,1996/03/25,giresun,izmir
erkek,1992/07/27,gaziantep,bursa
erkek,1994/03/12,istanbul,samsun
erkek,1994/05/19,manisa,hatay
erkek,1997/08/11,hatay,antalya
kadin,1996/05/31,aydin,ankara
kadin,1998/07/03,diyarbakir,diyarbakir
kadin,1997/12/20,mardin,konya
kadin,1997/02/23,zonguldak,zonguldak
kadin,1996/01/03,denizli,denizli
kadin,1994/07/19,sakarya,duzce
kadin,1997/12/27,sivas,sivas
kadin,1996/11/30,zonguldak,izmir
kadin,1994/09/26,gaziantep,izmir
kadin,1997/08/19,ankara,corum
kadin,1993/11/03,izmir,izmir
kadin,1993/08/21,elazig,istanbul
kadin,1995/03/04,istanbul,istanbul
kadin,1996/09/05,mersin,mersin
kadin,1992/08/05,nigde,ankara
kadin,1996/04/12,amasya,istanbul
kadin,1998/06/16,afyonkarahisar,ankara
kadin,1997/05/12,bursa,istanbul
kadin,1996/03/18,mersin,mersin
kadin,1998/03/25,diyarbakir,diyarbakir
kadin,1997/08/07,istanbul,istanbul
kadin,1996/11/05,istanbul,kocaeli
kadin,1997/03/14,denizli,denizli
kadin,1996/01/29,istanbul,istanbul
kadin,1997/05/01,malatya,usak
kadin,1995/07/23,kayseri,ankara
kadin,1996/11/23,tekirdag,istanbul
kadin,1998/08/25,aydin,ankara
kadin,1995/04/15,istanbul,istanbul
kadin,1997/03/11,istanbul,istanbul
kadin,1997/06/18,istanbul,eskisehir
kadin,1993/04/23,sivas,sivas
kadin,1997/02/11,sakarya,sakarya
kadin,1995/11/27,balikesir,balikesir
kadin,1997/07/24,ankara,istanbul
kadin,1997/08/21,izmir,izmir
kadin,1997/11/11,mugla,istanbul
kadin,1997/04/13,hatay,hatay
kadin,1996/09/24,kocaeli,istanbul
kadin,1995/05/30,giresun,giresun
kadin,1997/10/30,adana,adana
kadin,1994/06/28,izmir,aydin
kadin,1996/11/23,izmir,izmir
kadin,1995/01/01,adana,adana
kadin,1996/01/12,izmir,izmir
kadin,1996/04/18,tokat,tokat
kadin,1996/01/10,izmir,izmir
kadin,1995/08/31,istanbul,istanbul
kadin,1996/05/28,aydin,izmir
kadin,1997/02/13,isparta,isparta
kadin,1995/02/01,izmir,ankara
kadin,1992/09/16,ankara,ankara
kadin,1998/03/06,istanbul,istanbul
kadin,1995/05/07,ankara,ankara
kadin,1998/07/25,mersin,istanbul
kadin,1995/05/14,adana,ankara
kadin,1997/04/28,kocaeli,kocaeli
kadin,1997/03/24,edirne,istanbul
kadin,1996/04/01,istanbul,istanbul
kadin,1997/04/06,kocaeli,balikesir
erkek,1995/06/21,ankara,ankara
erkek,1996/08/12,izmir,izmir
erkek,1995/04/10,ardahan,istanbul
erkek,1997/10/12,izmir,usak
erkek,1995/10/15,gumushane,izmir
erkek,1996/07/21,adana,bayburt
kadin,1998/01/01,malatya,malatya
kadin,1993/12/09,istanbul,eskisehir
kadin,1997/01/28,artvin,trabzon
kadin,1994/10/13,erzurum,ankara
erkek,1996/07/19,istanbul,istanbul
erkek,1996/12/20,ordu,karabuk
erkek,1997/08/19,yozgat,adana
erkek,1995/11/05,manisa,istanbul
erkek,1993/03/03,ankara,istanbul
erkek,1999/01/13,antalya,ankara
erkek,1998/05/04,corum,bursa
erkek,1995/08/13,amasya,istanbul
erkek,1995/11/11,ankara,ankara
erkek,1998/02/15,kocaeli,kocaeli
erkek,1997/05/24,mersin,isparta
erkek,1997/09/11,eskisehir,istanbul
erkek,1997/10/12,antalya,bilecik
erkek,1995/01/01,bursa,istanbul
erkek,1996/10/04,samsun,istanbul
erkek,1996/01/01,antalya,antalya
erkek,1996/12/23,ankara,izmir
erkek,1992/11/17,ankara,zonguldak
erkek,1995/06/02,balikesir,istanbul
erkek,1993/03/14,manisa,manisa
erkek,1996/02/13,igdir,ordu
erkek,1998/03/15,balikesir,izmir
erkek,1997/10/06,istanbul,istanbul
erkek,1996/05/21,ankara,ankara
erkek,1996/02/28,kocaeli,kocaeli
erkek,1994/04/01,antalya,izmir
erkek,1994/05/27,kayseri,istanbul
erkek,1998/06/23,Null,istanbul
erkek,1993/11/25,antalya,antalya
erkek,1997/05/13,yozgat,ankara
erkek,1996/05/24,ankara,ankara
erkek,1994/09/26,istanbul,istanbul
erkek,1994/01/01,hatay,eskisehir
erkek,1995/10/14,mersin,nigde
kadin,1998/09/15,izmir,izmir
kadin,1998/11/20,istanbul,istanbul
erkek,1993/02/15,zonguldak,kutahya
kadin,1997/05/28,istanbul,istanbul
kadin,1996/06/23,kilis,kilis
kadin,1996/07/17,tokat,samsun
kadin,1997/04/23,kayseri,izmir
erkek,1997/06/20,antalya,izmir
erkek,1996/08/19,samsun,istanbul
erkek,1998/08/01,erzurum,erzurum
erkek,1998/09/16,mersin,mersin
erkek,1995/05/23,istanbul,izmir
erkek,1996/10/19,istanbul,tekirdag
erkek,1997/12/06,istanbul,istanbul
erkek,1997/10/11,kayseri,istanbul
erkek,1993/05/17,istanbul,izmir
erkek,1989/07/04,sinop,sivas
erkek,1994/06/03,izmir,bursa
erkek,1996/02/07,bursa,sakarya
erkek,1998/03/06,adana,adiyaman
erkek,1990/04/15,ankara,erzurum
erkek,1993/09/12,ordu,istanbul
erkek,1995/02/20,adiyaman,aydin
erkek,1996/09/16,konya,konya
erkek,1996/04/14,izmir,izmir
erkek,1998/08/08,kahramanmaras,kahramanmaras
erkek,1993/02/01,izmir,izmir
erkek,1994/09/17,sivas,osmaniye
erkek,1994/05/22,istanbul,istanbul
erkek,1995/02/07,zonguldak,istanbul
erkek,1998/04/07,izmir,izmir
erkek,1995/09/30,istanbul,istanbul
erkek,1995/02/01,bitlis,konya
erkek,1995/07/11,izmir,ankara
erkek,1995/09/15,izmir,kocaeli
erkek,1995/03/20,tokat,tokat
erkek,1996/09/11,istanbul,canakkale
erkek,1998/05/04,izmir,izmir
erkek,1996/05/23,kirklareli,istanbul
erkek,1997/02/15,istanbul,istanbul
erkek,1997/06/22,ankara,ankara
erkek,1996/11/12,sanliurfa,gumushane
erkek,1994/06/25,istanbul,istanbul
erkek,1998/01/01,antalya,antalya
erkek,1997/06/30,istanbul,istanbul
erkek,1997/08/11,istanbul,izmir
erkek,1995/06/06,istanbul,istanbul
erkek,1996/09/18,mersin,eskisehir
erkek,1996/05/31,hatay,hatay
erkek,1998/06/11,manisa,manisa
kadin,1998/02/03,ankara,ankara
kadin,1998/10/27,balikesir,istanbul
kadin,1998/01/26,kahramanmaras,kahramanmaras
kadin,1995/01/01,mersin,mersin
kadin,1997/03/02,bursa,antalya
erkek,1995/04/05,amasya,erzurum
erkek,1995/11/03,ankara,ankara
erkek,1993/07/26,istanbul,istanbul
erkek,1994/08/06,hatay,hatay
erkek,1998/01/20,erzurum,kutahya
erkek,1997/08/01,agri,antalya
erkek,1997/09/12,istanbul,istanbul
erkek,1995/07/05,mardin,kocaeli
erkek,1994/12/11,mersin,mersin
erkek,1983/08/28,erzurum,erzurum
erkek,1997/08/10,agri,agri
erkek,1996/12/04,hatay,hatay
kadin,1994/03/20,izmir,istanbul
kadin,1997/11/26,diyarbakir,diyarbakir
kadin,1998/06/11,burdur,denizli
kadin,1996/08/01,ankara,ankara
kadin,1996/12/16,sakarya,sakarya
kadin,1997/04/15,erzurum,erzurum
kadin,1998/05/30,konya,konya
kadin,1996/10/30,konya,konya
kadin,1997/04/11,aydin,aydin
kadin,1997/09/09,denizli,izmir
kadin,1999/10/13,mersin,mersin
kadin,1997/08/11,kahramanmaras,kahramanmaras
kadin,1997/08/18,adiyaman,adiyaman
kadin,1997/02/14,osmaniye,istanbul
erkek,1995/02/06,aydin,izmir
erkek,1997/07/18,mardin,erzincan
erkek,1995/01/12,kayseri,kayseri
erkek,1997/11/07,izmir,izmir
erkek,1996/03/20,istanbul,istanbul
erkek,1994/06/15,istanbul,istanbul
erkek,1997/05/21,zonguldak,istanbul
erkek,1995/11/30,corum,istanbul
erkek,1994/11/03,bingol,bingol
erkek,1995/09/12,mardin,antalya
erkek,1996/08/08,mardin,mardin
erkek,1993/06/22,istanbul,kocaeli
erkek,1998/03/25,zonguldak,istanbul
erkek,1995/07/03,istanbul,istanbul
erkek,1997/08/06,hatay,hatay
erkek,1995/07/14,sivas,ankara
erkek,1994/04/13,tunceli,istanbul
erkek,1997/05/13,corum,ankara
erkek,1997/06/15,hatay,hatay
erkek,1999/09/24,istanbul,istanbul
erkek,1995/09/20,mersin,mersin
erkek,1994/11/11,corum,izmir
erkek,1995/07/16,afyonkarahisar,ankara
erkek,1996/06/13,diyarbakir,diyarbakir
erkek,1997/06/25,mersin,balikesir
erkek,1993/06/15,antalya,eskisehir
erkek,1993/04/13,van,gaziantep
erkek,1996/08/18,izmir,ankara
erkek,1995/05/08,eskisehir,izmir
erkek,Null,Null,Null
erkek,1998/01/01,mersin,istanbul
erkek,1994/01/12,adana,istanbul
erkek,1994/02/26,manisa,istanbul
erkek,1998/05/02,malatya,bursa
erkek,1993/07/12,trabzon,erzurum
erkek,1994/04/07,trabzon,trabzon
erkek,1998/04/06,ordu,trabzon
erkek,1994/09/11,trabzon,istanbul
erkek,1997/05/20,bursa,ankara
erkek,1998/10/22,karabuk,ankara
erkek,1994/07/19,edirne,antalya
erkek,1996/01/01,agri,istanbul
erkek,1998/01/21,sakarya,istanbul
erkek,1997/06/26,istanbul,istanbul
erkek,1994/10/01,bitlis,bitlis
kadin,1996/01/19,adana,adana
erkek,1995/05/15,sanliurfa,mardin
erkek,1997/12/20,adiyaman,burdur
kadin,1997/08/31,antalya,mersin
erkek,1993/07/01,diyarbakir,elazig
erkek,1993/04/25,mardin,istanbul
erkek,1996/06/28,diyarbakir,ankara
erkek,1994/10/06,sanliurfa,eskisehir
erkek,1996/08/04,bitlis,bitlis
erkek,1996/02/08,siirt,siirt
erkek,1997/05/24,ankara,ankara
erkek,1998/01/26,mardin,istanbul
erkek,1998/06/10,van,van
erkek,Null,tokat,tokat
erkek,1995/07/20,kocaeli,kocaeli
erkek,1995/11/01,bingol,kocaeli
erkek,1995/04/05,Null,konya
erkek,1996/04/01,afyonkarahisar,istanbul
erkek,1996/12/11,adiyaman,antalya
erkek,1997/12/23,mugla,kahramanmaras
erkek,1996/11/20,antalya,antalya
erkek,1997/06/28,manisa,manisa
erkek,1998/02/21,ankara,istanbul
kadin,1997/09/04,sakarya,sakarya
erkek,1993/01/02,kars,istanbul
erkek,1994/04/22,istanbul,istanbul
erkek,1995/03/01,batman,eskisehir
erkek,1997/01/01,siirt,kocaeli
erkek,1994/09/12,batman,istanbul
erkek,1998/01/21,kutahya,ankara
erkek,1995/07/01,van,bingol
erkek,1997/04/08,batman,istanbul
erkek,1997/05/05,batman,istanbul
erkek,1997/04/23,diyarbakir,diyarbakir
erkek,1995/10/03,amasya,isparta
erkek,1996/03/19,istanbul,istanbul
erkek,1996/11/27,izmir,diyarbakir
erkek,1991/09/09,diyarbakir,diyarbakir
erkek,1996/05/20,sirnak,tunceli
erkek,1996/05/20,sirnak,tunceli
erkek,1996/09/13,van,van
kadin,1997/02/24,rize,istanbul
kadin,1996/09/13,ankara,ankara
kadin,9951/01/01,tokat,tokat
kadin,1995/07/05,sirnak,sirnak
erkek,1994/09/30,sivas,elazig
erkek,1994/01/16,istanbul,istanbul
erkek,1997/05/04,van,van
erkek,1996/05/24,istanbul,istanbul
erkek,1995/08/31,adana,ordu
erkek,1997/09/10,istanbul,istanbul
erkek,1993/11/20,agri,istanbul
kadin,1995/01/01,malatya,konya
kadin,1997/06/21,izmir,izmir
erkek,1994/01/17,samsun,samsun
erkek,1996/09/17,ankara,ankara
erkek,1995/06/03,antalya,ankara
kadin,1996/09/05,balikesir,izmir
kadin,1998/03/01,istanbul,istanbul
kadin,1993/08/20,ankara,ankara
kadin,1997/04/27,gaziantep,antalya
kadin,1998/04/30,hatay,istanbul
kadin,1999/02/01,erzurum,erzurum
kadin,1997/06/05,istanbul,istanbul
kadin,1995/09/19,istanbul,istanbul
kadin,1994/12/07,istanbul,istanbul
kadin,1996/01/06,istanbul,edirne
kadin,1996/05/06,antalya,ankara
kadin,1997/05/26,istanbul,istanbul
kadin,1995/01/17,siirt,istanbul
kadin,1997/11/21,adana,izmir
kadin,1996/06/20,bursa,istanbul
kadin,1996/08/28,istanbul,istanbul
kadin,1997/04/04,aydin,denizli
kadin,1996/01/31,manisa,manisa
kadin,1996/08/04,ankara,ankara
kadin,1998/05/15,osmaniye,adana
kadin,1995/11/03,kayseri,kayseri
kadin,1998/10/05,istanbul,istanbul
kadin,1995/07/22,istanbul,istanbul
kadin,1995/03/13,ankara,ankara
kadin,1996/08/26,hatay,ankara
kadin,1997/05/24,edirne,bolu
kadin,1992/07/28,ankara,izmir
kadin,1996/04/01,adana,istanbul
erkek,1997/04/23,balikesir,balikesir
erkek,1998/02/20,samsun,bursa
erkek,1996/03/01,mersin,mersin
erkek,1996/11/30,ankara,ankara
erkek,1998/11/24,agri,agri
erkek,1995/09/27,malatya,kocaeli
erkek,1997/09/01,sanliurfa,sanliurfa
erkek,1997/01/14,igdir,istanbul
erkek,1997/07/08,kayseri,tokat
erkek,1999/01/01,Null,istanbul
erkek,1998/01/13,trabzon,denizli
erkek,1992/06/06,agri,agri
erkek,1997/08/03,sanliurfa,kayseri
erkek,1997/05/26,mersin,mersin
erkek,1997/08/31,kayseri,kayseri
erkek,1998/02/10,Null,istanbul
erkek,1995/07/01,Null,Null
erkek,1996/02/26,mersin,canakkale
erkek,1995/01/02,diyarbakir,istanbul
erkek,1996/10/01,agri,agri
erkek,1996/09/01,ordu,elazig
erkek,1995/07/06,malatya,karabuk
erkek,1998/06/15,adana,istanbul
kadin,1996/08/16,mersin,mersin
kadin,1996/01/01,hatay,mugla
kadin,1993/09/25,erzurum,erzincan
