Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
0,Null,0,yok,0,Null,1,1,tuzla genclik merkezi adi altinda bir cok faaliyet
0,Null,0,yok,1,anadolu genclik dernegi,1,0,Null
1,doga sporlari klubu,0,yok,1,toplum gonulluleri vakfi,0,0,Null
1,halic universitesi isletme enformatigi kulubu,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,model birlismis milletler klubu,0,yok,0,Null,1,0,Null
1,ekonomi kulubu,0,yok,0,Null,0,1,"ders ici ve ders disi sirket kurma, girisimcilik uzerine seminer ve konferanslar"
1,girisimcilik klubu,0,yok,0,Null,0,0,Null
0,Null,0,bireysel,1,tog,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,"ritim kulubu, ieu bisiklet klubu",0,yok,0,Null,0,0,Null
0,Null,0,yok,0,Null,1,0,Null
1,ozu robotik ve teknoloji klupu,0,yok,0,Null,1,1,kisisel hareket takibi ile gercek zamanli kapali alan konum belirleme sistemi projesini gelistirdim ve bu sene tet proje pazarinda ve yildizli projeler yarismasinda sergileme firsati buldum.
1,ipek media ve siyaset klubu,0,yok,0,Null,0,0,Null
1,fsmvu bilisim ve teknoloji kulubu,0,yok,0,Null,0,1,- istebu.org yarismasinda finale kalan takimlardan birinine dahildim - ulastirma denizcilik ve haberlesme bakanliginin duzenledigi yenilikci proje yarismasinda turkiye 2. si oldum - kosgeb onayli girisimcilik dersi aldim
1,yeditepe profesyonel takimi,0,yok,0,Null,1,0,Null
1,tennis society of aiu,1,bireysel,0,Null,0,1,havaciliga asik biri olarak pilot olmayi cok istiyorum bu simdilik universite sonrasina kaldi ama bu icimdeki havacilik aski hic sonmedi ve okulda havacilikla ilgili faaliyetler yurutmeye calisiyorum kulup kurarak basladim ileride cesitli etkinliklerle devami geleceginden eminim
1,bilkent kurek kulubu,0,yok,0,Null,0,1,"ilk girisimimi 5. sinifta ankaranin eryaman mahallesinde otobus duraginin hemen yanina kitap tezgahi acip satis yaparak yaptim. fakat bunun bir girisim oldugunu bu sene girsimciligi arastirmaya baslayinca ogrendim. universitede ise girisim olarak soyle bir sey yaptim: universitemizin hazirlik bolumunde kiz arkadasim okuyor ve onun daha fazla puan almasi ne yapabilirim diye dusundum ve careyi facebookta finding cope speaking partner adli bir grup kurdum ve 2 gun gibi kisa bir surede cogu hazirlik ogrencisine ulasan grup, ogrencilerin hangi sinifta hangi saatte sinava girecegini gruba yazip partner olanlarin birbirini bulmasiyla ve sinavdan once egzersiz yapmasiyla amacina ulasti.belki benim sevgilim partnerine ulasamadi ama en azindan baska insanlarin sinav notlarini genel anlamda 1-2 puan arttirmasina yardimci oldum"
1,startupmef / mef universitesi girisimcilik ve inovasyon kulubu,0,yok,0,Null,1,1,"2010-2013 yillari arasinda, cevremden ve piyasadan topladigim donanimlarin internet uzerinden satisini gerceklestirdim. bunun yaninda halen uzerinde calistigim genclik turizmine ve ozel turizme yonelik bir web sitesi bulunmakta. gecmiste ailem kanaliyla genel turizme yonelik benzer bir girisimde bulunmustum, fakat rekabet sartlari cok imkan vermedigi icin basarisiz oldu. bu biraz daha farkli bir proje, imkanlar dahilinde ancak tek basima calisabiliyorum, bu sureci yavaslatiyor ve modulun gelistirmesini tamamladiktan sonra, onumuzdeki sezonda hayata gecirmeyi planliyorum. yeni seyler ortaya koymak ve insalarin bunlardan fayda saglamasini istiyorum."
0,Null,0,yok,0,Null,1,1,"ozyegin universitesinde isletme ogrencisi olmama karsin bircok secmeli dersimi girisimcilik bolumunden aldim. bu kapsamda fit startup factory kurucu yoneticilerinden ihsan elginin acmis oldugu business model development dersi kapsaminda bir fikir uzerine 14 hafta calismis, ve donem sonunda tatmine edici sonuclar almistim. ve fakat bu fikri daha fazla gelistirip, gerceklestirmek imkanini bulamamistim. su an yine aldigim business plan dersi kapsaminda akademisyenim ile birlikte karar kildigimiz ve beni heyecanlandiran bir fikir uzerinde calismaktayiz."
1,izmir ekonomi universitesi bilgisayar bilimleri kulubu - izmir ekonomi universitesi latin danslari kulubu,0,yok,0,Null,0,1,etohum 2015 girisimlerinden ilk 15e kalmis olan projelerden pandoranin cikis asamasinda calistim.
1,akademik kariyer kulubu,0,yok,0,Null,0,1,"universal science adinda bir grup kurup ile uluslararasi bilimsel haberleri turkceye cevirmekte ve facebook ve websitemiz araciligiyla yayimlamaktayiz. gammascience.com ise gama bilim toplulugu adini verdigimiz, henuz resmi olmayan ama universal science hareketini ve bazi iple cekdigimiz organizasyonlari barindigimiz yapilanmanin web sitesi."
1,bahcesehir universitesi genc girisimciler kulubu,0,yok,0,Null,1,1,gectigimiz yaz kiz arkadasimla beraber bir instagram hesabi acarak bu hesap uzerinden kiyafet satisi yaptik. urunleri aliexpress ve ebay gibi sitelerdeki cinli tedarikcilerden getirttik. instagramda bu isi yapan bir cok hesap vardi ancak bizim amacimiz bir marka yaratip bu markanin belli bir giyim zevkine sahip kisilere hitap etmesiydi. daha cok kisiye daha kisa surede ulasabilmek icin oncelikle belli sayida takipci alarak takipci sayimizin cok gozukmesini sagladik. boylece sayfamizi ziyaret edenlerin bizi takip etme orani artti. yine takipci sayimizi arttirmak icin takipcilerimizden hesabimizi paylasarak katilmaya hak kazandiklari cekilisler duzenledik. cok kisa surede bekledigimizden buyuk bir ciroya ulastik ve iki ayin sonunda oldukca iyi kar ettik. urunlerinden memnun kaldigimiz bazi tedarikciler ile anlasarak duzenli alim yaptigimiz urunleri iskonto yaptirarak satin aldik. butun bunlarin yaninda musteri sayisi arttikca neredeyse butun gun isle ilgilenir hale gelmistik. eylul ayinda okullarin acilmasiyla hem okula odaklanmak hem de yasal olarak sikintiya girmemek amaciyla isi sonlandirdik. benim icin oldukca guzel bir tecrubeydi. isi sonlandirmis olsak da sifirdan baslayarak isleyen bir duzen kurma sureci beni oldukca tatmin etti ve bir seyler basardigimi hissettim.
1,bilkent ieee ogrenci kolu,0,yok,0,Null,0,0,Null
1,yeditepe universitesi isletme kulubu yumac,0,yok,0,Null,1,0,Null
0,Null,0,yok,0,Null,0,0,Null
1,bilim ve teknoloji grubu,0,yok,0,Null,0,0,Null
1,matematik klubu,0,yok,0,Null,0,0,Null
1,doga sporlari toplulugu,0,yok,0,Null,0,0,Null
