index2,Basvuru Yili,Degerlendirme Puani,Cinsiyet,Dogum Tarihi,Dogum Yeri,Ikametgah Sehri,Kardes Sayisi
39951,2019,11.0,kadin,1998/04/19,osmaniye,osmaniye,2
39952,2019,27.0,kadin,1996/06/24,mugla,izmir,2
39953,2019,22.0,kadin,1998/04/27,adiyaman,malatya,1
39954,2019,19.0,kadin,1999/10/20,agri,agri,2
39955,2019,9.0,kadin,1995/05/25,adana,adana,1
39956,2019,27.0,kadin,1997/01/05,istanbul,istanbul,2
39957,2019,7.0,kadin,1999/05/25,gaziantep,gaziantep,5
39958,2019,17.0,kadin,1998/02/25,mardin,izmir,5
39959,2019,17.0,kadin,1998/10/26,ankara,ankara,1
39960,2019,23.0,erkek,1997/08/05,van,van,3
39961,2019,20.0,erkek,1998/03/20,sirnak,sirnak,5
39962,2019,20.0,kadin,1998/09/21,malatya,istanbul,2
39963,2019,39.0,kadin,1999/09/25,mersin,mersin,1
39964,2019,22.0,kadin,1999/03/05,hatay,bursa,2
39965,2019,9.0,kadin,2000/01/30,mersin,mersin,2
39966,2019,23.0,kadin,1998/05/23,istanbul,istanbul,3
39967,2019,20.0,kadin,1999/08/15,kahramanmaras,kahramanmaras,2
39968,2019,24.0,kadin,1999/06/02,bartin,kastamonu,3
39969,2019,35.0,kadin,1997/05/18,sakarya,ankara,3
39970,2019,7.0,kadin,1996/02/25,antalya,bayburt,3
39971,2019,24.0,kadin,1996/08/21,hatay,istanbul,2
39972,2019,25.0,kadin,1997/10/28,istanbul,istanbul,2
39973,2019,42.0,kadin,1995/05/29,adana,kayseri,2
39974,2019,41.0,kadin,1999/01/01,bursa,bursa,1
39975,2019,8.0,erkek,1999/05/04,Null,Null,0
39976,2019,18.0,erkek,2000/12/10,corum,istanbul,0
39977,2019,28.0,erkek,1999/01/02,mardin,balikesir,5
39978,2019,26.0,kadin,1998/08/01,ankara,ankara,1
39979,2019,15.0,kadin,1998/05/16,eskisehir,istanbul,Null
39980,2019,19.0,kadin,1998/07/23,konya,canakkale,3
39981,2019,37.0,kadin,1998/07/14,malatya,malatya,2
39982,2019,7.0,kadin,1996/08/10,duzce,bolu,2
39983,2019,11.0,kadin,1998/01/20,eskisehir,eskisehir,2
39984,2019,27.0,kadin,1998/03/27,eskisehir,istanbul,1
39985,2019,18.0,erkek,1998/07/21,ankara,ankara,2
39986,2019,16.0,kadin,2000/01/02,ankara,ankara,3
39987,2019,35.0,kadin,1997/04/24,mardin,istanbul,4
39988,2019,13.0,kadin,1999/03/04,kirikkale,kirikkale,3
39989,2019,37.0,kadin,1999/02/09,hatay,aydin,4
39990,2019,11.0,kadin,1999/05/25,van,istanbul,5
39991,2019,23.0,erkek,1995/01/03,siirt,antalya,5
39992,2019,9.0,kadin,2000/05/28,mugla,mugla,3
39993,2019,47.0,kadin,1999/07/11,mersin,mersin,1
39994,2019,32.0,kadin,1997/08/24,kocaeli,kocaeli,3
39995,2019,12.0,kadin,1996/07/10,konya,ankara,1
39996,2019,44.0,kadin,1998/09/18,ankara,ankara,2
39997,2019,12.0,kadin,1999/12/21,kocaeli,ankara,0
39998,2019,7.0,kadin,1998/05/29,yalova,yalova,3
39999,2019,33.0,kadin,1999/03/15,adana,adana,2
40000,2019,3.0,kadin,2000/10/19,amasya,istanbul,5
40001,2019,38.0,kadin,1999/07/30,batman,batman,4
40002,2019,38.0,kadin,1998/07/29,gumushane,istanbul,2
40003,2019,9.0,kadin,1999/01/10,istanbul,kocaeli,1
40004,2019,42.0,kadin,1998/07/17,bayburt,bayburt,1
40005,2019,17.0,kadin,1998/01/26,kahramanmaras,ankara,3
40006,2019,19.0,kadin,1999/10/19,duzce,sakarya,2
40007,2019,19.0,kadin,2000/08/01,elazig,elazig,2
40008,2019,19.0,kadin,1999/03/13,istanbul,sinop,1
40009,2019,36.0,kadin,1999/08/29,sakarya,istanbul,2
40010,2019,32.0,erkek,1999/06/13,istanbul,kutahya,4
40011,2019,14.0,erkek,1996/08/18,sivas,istanbul,2
40012,2019,15.0,erkek,1999/07/27,adiyaman,kocaeli,5
40013,2019,8.0,erkek,1998/01/12,bingol,bingol,5
40014,2019,6.0,kadin,2000/02/19,istanbul,istanbul,1
40015,2019,19.0,kadin,1999/10/03,erzurum,erzurum,4
40016,2019,11.0,kadin,1999/05/19,canakkale,kirklareli,1
40017,2019,11.0,kadin,2000/01/27,zonguldak,zonguldak,2
40018,2019,27.0,kadin,1996/07/03,yalova,istanbul,0
40019,2019,12.0,kadin,1998/08/01,kocaeli,kocaeli,3
40020,2019,32.0,kadin,1997/01/10,mardin,istanbul,4
40021,2019,35.0,kadin,1997/10/24,istanbul,istanbul,3
40022,2019,25.0,kadin,1999/12/15,adana,istanbul,3
40023,2019,33.0,kadin,1998/09/15,bursa,istanbul,0
40024,2019,26.0,kadin,1998/08/09,kayseri,ankara,1
40025,2019,11.0,kadin,1999/12/12,diyarbakir,diyarbakir,2
40026,2019,8.0,kadin,1998/12/21,istanbul,istanbul,2
40027,2019,19.0,kadin,1999/10/12,nigde,ankara,3
40028,2019,23.0,kadin,1998/10/12,giresun,istanbul,1
40029,2019,11.0,kadin,1999/06/25,agri,agri,3
40030,2019,14.0,kadin,1996/07/05,istanbul,istanbul,3
40031,2019,19.0,kadin,2000/02/01,agri,ankara,5
40032,2019,31.0,kadin,1998/12/06,gaziantep,gaziantep,2
40033,2019,6.0,kadin,1996/01/03,bursa,bursa,1
40034,2019,10.0,kadin,2000/01/03,mus,mus,5
40035,2019,39.0,kadin,1998/05/05,cankiri,ankara,4
40036,2019,12.0,kadin,1998/07/15,erzurum,istanbul,4
40037,2019,27.0,kadin,1997/08/05,istanbul,istanbul,2
40038,2019,22.0,kadin,1996/03/29,eskisehir,ankara,2
40039,2019,16.0,erkek,2000/08/15,batman,batman,4
40040,2019,37.0,kadin,1998/09/08,istanbul,istanbul,3
40041,2019,33.0,kadin,1997/07/01,adana,adana,4
40042,2019,11.0,kadin,2000/05/01,mus,mus,3
40043,2019,19.0,kadin,2000/06/06,balikesir,balikesir,0
40044,2019,38.0,erkek,1998/10/29,igdir,igdir,4
40045,2019,11.0,kadin,1997/04/08,kutahya,kocaeli,2
40046,2019,40.0,kadin,1998/03/19,bitlis,istanbul,4
40047,2019,9.0,erkek,1997/04/02,sanliurfa,bayburt,3
40048,2019,10.0,erkek,1996/04/16,denizli,denizli,3
40049,2019,41.0,kadin,1997/05/19,nigde,nigde,2
40050,2019,12.0,kadin,1996/08/16,zonguldak,ankara,4
40051,2019,19.0,kadin,1996/10/15,hatay,hatay,5
40052,2019,13.0,kadin,1996/06/27,istanbul,istanbul,3
40053,2019,5.0,kadin,1999/04/21,duzce,duzce,4
40054,2019,13.0,kadin,2000/01/14,mardin,mardin,5
40055,2019,26.0,kadin,1997/09/06,kirikkale,konya,2
40056,2019,10.0,kadin,1999/11/17,zonguldak,ankara,1
40057,2019,18.0,kadin,1997/08/30,diyarbakir,izmir,2
40058,2019,10.0,kadin,1995/04/10,diyarbakir,diyarbakir,4
40059,2019,11.0,kadin,2000/01/01,siirt,siirt,5
40060,2019,29.0,kadin,1997/01/05,mugla,izmir,1
40061,2019,9.0,kadin,1998/04/18,agri,istanbul,5
40062,2019,20.0,kadin,1998/07/15,van,van,5
40063,2019,6.0,kadin,1999/01/01,gaziantep,istanbul,4
40064,2019,11.0,kadin,1997/09/22,adiyaman,adiyaman,3
40065,2019,9.0,kadin,1999/11/17,batman,batman,5
40066,2019,57.0,kadin,1998/03/07,bursa,istanbul,1
40067,2019,25.0,kadin,2000/01/04,mugla,mugla,2
40068,2019,25.0,erkek,1999/01/05,elazig,elazig,2
40069,2019,11.0,erkek,1997/04/16,diyarbakir,istanbul,3
40070,2019,21.0,erkek,1997/01/02,bitlis,van,4
40071,2019,18.0,erkek,1999/02/01,mardin,ankara,4
40072,2019,22.0,erkek,1999/10/25,agri,agri,3
40073,2019,20.0,erkek,2000/06/03,ankara,ankara,2
40074,2019,27.0,erkek,1998/10/24,agri,agri,3
40075,2019,25.0,erkek,1998/05/01,yozgat,ankara,3
40076,2019,3.0,kadin,1998/12/24,bursa,bursa,2
40077,2019,28.0,erkek,1997/06/28,izmir,ankara,0
40078,2019,51.0,erkek,1999/05/15,aydin,Null,1
40079,2019,12.0,kadin,1995/04/13,eskisehir,mersin,0
40080,2019,29.0,erkek,1996/06/16,ankara,istanbul,1
40081,2019,49.0,erkek,1997/05/25,istanbul,istanbul,2
40082,2019,41.0,erkek,1997/04/20,izmir,izmir,1
40083,2019,14.0,erkek,1997/07/23,malatya,malatya,1
40084,2019,11.0,erkek,Null,mardin,mardin,5
40085,2019,36.0,erkek,1995/04/02,bursa,bursa,1
40086,2019,36.0,erkek,1997/04/15,izmir,elazig,2
40087,2019,8.0,erkek,1998/10/05,mus,mus,5
40088,2019,18.0,erkek,1999/05/08,kahramanmaras,kahramanmaras,2
40089,2019,53.0,erkek,1996/07/27,mersin,istanbul,2
40090,2019,32.0,erkek,2000/11/02,istanbul,istanbul,0
40091,2019,8.0,erkek,1998/11/20,erzurum,erzurum,3
40092,2019,33.0,erkek,1998/07/12,istanbul,istanbul,1
40093,2019,7.0,erkek,2000/09/12,corum,corum,2
40094,2019,29.0,erkek,1998/08/01,antalya,isparta,3
40095,2019,33.0,erkek,1998/05/01,sakarya,istanbul,2
40096,2019,46.0,erkek,1998/10/13,igdir,eskisehir,1
40097,2019,24.0,erkek,1998/01/01,balikesir,istanbul,1
40098,2019,26.0,erkek,1998/05/04,amasya,amasya,1
40099,2019,45.0,erkek,1998/08/26,istanbul,istanbul,2
40100,2019,30.0,erkek,1999/08/17,kirklareli,izmir,1
40101,2019,14.0,erkek,1999/04/04,yozgat,yozgat,3
40102,2019,22.0,erkek,1998/03/03,kocaeli,istanbul,2
40103,2019,8.0,erkek,1999/08/27,konya,konya,1
40104,2019,18.0,erkek,2000/08/12,corum,ankara,2
40105,2019,26.0,erkek,1998/10/23,bursa,izmir,1
40106,2019,43.0,erkek,1998/06/07,istanbul,istanbul,2
40107,2019,18.0,erkek,1999/05/09,adiyaman,adiyaman,2
40108,2019,2.0,erkek,2000/01/20,istanbul,istanbul,2
40109,2019,36.0,erkek,1998/01/01,usak,usak,1
40110,2019,8.0,erkek,2000/08/13,mugla,kayseri,0
40111,2019,2.0,erkek,2000/03/14,artvin,artvin,3
40112,2019,18.0,erkek,1998/08/31,adana,adana,3
40113,2019,8.0,erkek,1999/03/10,ankara,ankara,2
40114,2019,11.0,erkek,1999/03/21,ankara,ankara,1
40115,2019,25.0,erkek,2000/09/25,afyonkarahisar,bursa,1
40116,2019,7.0,erkek,1999/02/16,mersin,mersin,1
40117,2019,23.0,erkek,Null,antalya,ankara,1
40118,2019,31.0,erkek,1999/01/05,kirsehir,burdur,1
40119,2019,16.0,erkek,2000/07/25,konya,antalya,3
40120,2019,52.0,erkek,1999/01/01,istanbul,istanbul,2
40121,2019,39.0,erkek,1995/01/08,kocaeli,kocaeli,5
40122,2019,21.0,erkek,1995/02/16,kirikkale,istanbul,3
40123,2019,37.0,erkek,1998/01/01,aydin,aydin,1
40124,2019,21.0,erkek,1998/03/17,amasya,duzce,2
40125,2019,30.0,erkek,1996/12/24,manisa,manisa,1
40126,2019,58.0,erkek,1995/02/17,osmaniye,osmaniye,1
40127,2019,8.0,erkek,1999/01/19,bursa,bursa,1
40128,2019,14.0,erkek,1998/08/01,mus,diyarbakir,5
40129,2019,33.0,erkek,1996/07/09,adana,istanbul,2
40130,2019,24.0,erkek,1999/03/22,tokat,istanbul,1
40131,2019,12.0,erkek,1995/07/17,antalya,antalya,1
40132,2019,26.0,erkek,1997/05/20,kutahya,bursa,1
40133,2019,23.0,erkek,1999/04/20,ankara,ankara,1
40134,2019,2.0,erkek,2000/08/02,diyarbakir,diyarbakir,2
40135,2019,28.0,erkek,1997/09/16,adana,adana,1
40136,2019,2.0,erkek,1999/03/11,ordu,agri,1
40137,2019,30.0,erkek,1998/12/03,corum,ankara,4
40138,2019,5.0,erkek,1996/11/12,balikesir,balikesir,4
40139,2019,8.0,erkek,1999/04/14,sivas,sivas,3
40140,2019,31.0,erkek,1998/03/28,ankara,kirikkale,2
40141,2019,41.0,erkek,1997/07/17,agri,antalya,5
40142,2019,33.0,erkek,1998/01/27,samsun,ankara,1
40143,2019,18.0,erkek,1999/03/15,bursa,erzincan,1
40144,2019,6.0,erkek,1997/01/11,mardin,sanliurfa,3
40145,2019,28.0,erkek,1996/03/23,bursa,bursa,2
40146,2019,10.0,erkek,1998/08/30,diyarbakir,van,3
40147,2019,8.0,erkek,1999/08/01,istanbul,ordu,2
40148,2019,28.0,erkek,1998/08/25,adana,adana,2
40149,2019,2.0,erkek,2000/08/01,mardin,mardin,5
40150,2019,24.0,erkek,1998/01/01,batman,istanbul,5
40151,2019,14.0,erkek,2000/01/17,izmir,ankara,1
40152,2019,9.0,erkek,1998/06/02,samsun,ordu,3
40153,2019,9.0,erkek,1998/07/20,istanbul,kocaeli,1
40154,2019,19.0,erkek,1997/05/19,malatya,istanbul,1
40155,2019,6.0,erkek,1998/02/21,hatay,sanliurfa,3
40156,2019,25.0,erkek,1996/06/27,antalya,ankara,2
40157,2019,20.0,erkek,1999/01/07,sirnak,sirnak,5
40158,2019,8.0,erkek,1998/01/06,aksaray,aksaray,3
40159,2019,6.0,erkek,2000/04/17,malatya,malatya,3
40160,2019,11.0,erkek,1999/07/30,agri,istanbul,5
40161,2019,18.0,erkek,2000/12/07,istanbul,istanbul,1
40162,2019,33.0,erkek,1998/01/01,elazig,istanbul,2
40163,2019,16.0,erkek,1997/03/27,nevsehir,istanbul,Null
40164,2019,20.0,erkek,2000/07/01,hatay,istanbul,3
40165,2019,42.0,erkek,2000/05/07,kocaeli,istanbul,1
40166,2019,28.0,erkek,Null,erzurum,bursa,3
40167,2019,6.0,erkek,1998/08/06,istanbul,istanbul,2
40168,2019,10.0,erkek,1999/08/06,adiyaman,ankara,3
40169,2019,2.0,erkek,2001/01/01,bingol,igdir,5
40170,2019,30.0,erkek,2000/10/20,izmir,izmir,1
40171,2019,16.0,erkek,2000/04/10,diyarbakir,istanbul,1
40172,2019,26.0,erkek,2000/02/16,bartin,bartin,2
40173,2019,24.0,erkek,2000/05/22,bingol,bingol,3
40174,2019,23.0,erkek,1996/05/13,adana,ankara,2
40175,2019,16.0,erkek,1997/11/06,konya,konya,4
40176,2019,28.0,erkek,2000/11/03,istanbul,bursa,2
40177,2019,18.0,erkek,2000/09/21,bursa,eskisehir,3
40178,2019,10.0,erkek,1999/01/26,gaziantep,gaziantep,3
40179,2019,20.0,erkek,1999/08/18,bursa,bursa,1
40180,2019,36.0,erkek,1996/10/27,malatya,malatya,2
40181,2019,8.0,erkek,1999/04/26,izmir,ankara,1
40182,2019,4.0,erkek,2000/01/30,istanbul,bursa,1
40183,2019,34.0,erkek,1997/05/26,istanbul,ankara,4
40184,2019,20.0,erkek,1999/05/29,kutahya,istanbul,2
40185,2019,16.0,erkek,1998/01/26,istanbul,balikesir,1
40186,2019,48.0,erkek,2000/04/18,van,istanbul,4
40187,2019,8.0,erkek,1998/08/07,bitlis,istanbul,5
40188,2019,18.0,erkek,2000/01/01,mardin,istanbul,5
40189,2019,22.0,erkek,1999/02/28,adana,adana,1
40190,2019,18.0,erkek,1999/07/31,malatya,istanbul,4
40191,2019,31.0,erkek,1996/05/04,sanliurfa,istanbul,2
40192,2019,10.0,erkek,1997/03/20,agri,agri,Null
40193,2019,21.0,erkek,1998/06/26,erzurum,ankara,5
40194,2019,36.0,erkek,1998/04/29,trabzon,trabzon,3
40195,2019,49.0,erkek,1997/06/19,van,istanbul,2
40196,2019,33.0,erkek,2000/09/15,istanbul,istanbul,2
40197,2019,58.0,erkek,1998/09/08,istanbul,istanbul,0
40198,2019,18.0,erkek,1997/05/05,istanbul,istanbul,2
40199,2019,11.0,erkek,1999/05/08,istanbul,istanbul,2
40200,2019,18.0,erkek,1996/10/04,kayseri,antalya,1
40201,2019,8.0,erkek,1995/06/06,samsun,samsun,2
40202,2019,31.0,erkek,1998/06/20,adiyaman,istanbul,5
40203,2019,30.0,erkek,1997/01/01,van,antalya,3
40204,2019,4.0,erkek,1998/02/10,batman,batman,4
40205,2019,46.0,erkek,1997/01/01,bilecik,eskisehir,2
40206,2019,11.0,erkek,1999/01/23,izmir,izmir,4
40207,2019,33.0,erkek,1999/06/12,gaziantep,gaziantep,4
40208,2019,5.0,erkek,1998/06/28,istanbul,diyarbakir,3
40209,2019,11.0,erkek,1997/02/16,karabuk,karabuk,1
40210,2019,28.0,erkek,1998/05/21,istanbul,istanbul,1
40211,2019,12.0,erkek,1997/03/27,istanbul,istanbul,3
40212,2019,28.0,erkek,1995/10/16,gaziantep,gaziantep,3
40213,2019,28.0,erkek,1998/06/27,bursa,bursa,1
40214,2019,28.0,erkek,1999/08/16,istanbul,istanbul,1
40215,2019,12.0,erkek,1998/04/28,konya,ankara,3
40216,2019,11.0,erkek,1995/05/27,ankara,ankara,1
40217,2019,18.0,erkek,2000/10/29,bitlis,bitlis,3
40218,2019,29.0,erkek,1997/02/01,istanbul,istanbul,0
40219,2019,22.0,erkek,1995/10/11,istanbul,ankara,1
40220,2019,26.0,erkek,1997/09/26,istanbul,istanbul,0
40221,2019,22.0,erkek,1999/05/10,rize,istanbul,2
40222,2019,16.0,erkek,1999/07/18,bilecik,kirsehir,1
40223,2019,15.0,erkek,1998/10/04,bursa,istanbul,0
40224,2019,39.0,erkek,1998/03/14,istanbul,istanbul,1
40225,2019,35.0,erkek,1999/08/25,sivas,izmir,1
40226,2019,19.0,erkek,1996/10/25,istanbul,istanbul,1
40227,2019,28.0,erkek,1999/06/15,izmir,izmir,1
40228,2019,9.0,erkek,1999/09/08,sakarya,istanbul,1
40229,2019,8.0,erkek,1998/03/09,erzurum,erzurum,2
40230,2019,12.0,erkek,1996/01/04,antalya,istanbul,2
40231,2019,21.0,erkek,1995/01/01,ankara,ankara,1
40232,2019,39.0,erkek,1998/02/09,nigde,nigde,2
40233,2019,9.0,erkek,1998/03/27,mersin,ankara,3
40234,2019,26.0,erkek,1998/10/20,erzurum,istanbul,5
40235,2019,25.0,erkek,1997/02/20,kocaeli,kocaeli,1
40236,2019,12.0,erkek,1997/02/24,samsun,ankara,1
40237,2019,34.0,erkek,1999/10/02,istanbul,istanbul,1
40238,2019,28.0,erkek,1999/11/24,adana,adana,2
40239,2019,26.0,erkek,1998/04/01,hatay,istanbul,5
40240,2019,48.0,erkek,1997/09/15,kayseri,artvin,3
40241,2019,30.0,erkek,1997/09/08,trabzon,trabzon,5
40242,2019,6.0,erkek,1999/07/23,gumushane,gumushane,2
40243,2019,11.0,erkek,1997/10/06,balikesir,balikesir,1
40244,2019,30.0,erkek,1999/08/07,ankara,nigde,1
40245,2019,14.0,erkek,1998/01/01,sanliurfa,sanliurfa,5
40246,2019,21.0,erkek,1996/10/16,istanbul,eskisehir,1
40247,2019,9.0,erkek,1995/11/18,istanbul,istanbul,1
40248,2019,29.0,erkek,1997/02/14,adiyaman,adiyaman,5
40249,2019,36.0,erkek,1997/06/19,istanbul,eskisehir,3
40250,2019,50.0,erkek,2000/07/07,izmir,istanbul,1
40251,2019,40.0,erkek,1997/07/07,istanbul,kastamonu,1
40252,2019,8.0,erkek,1999/07/26,ankara,ankara,2
40253,2019,20.0,erkek,1998/09/02,aksaray,ankara,2
40254,2019,16.0,erkek,1998/12/17,manisa,isparta,0
40255,2019,35.0,erkek,1997/08/20,burdur,burdur,1
40256,2019,18.0,erkek,1996/01/09,batman,eskisehir,5
40257,2019,26.0,erkek,1997/02/08,isparta,antalya,2
40258,2019,39.0,erkek,1997/01/01,istanbul,istanbul,1
40259,2019,17.0,erkek,2000/01/14,gaziantep,istanbul,1
40260,2019,29.0,erkek,1997/10/17,afyonkarahisar,bursa,1
40261,2019,41.0,erkek,1998/03/28,mersin,mersin,0
40262,2019,17.0,erkek,1999/07/13,denizli,istanbul,1
40263,2019,34.0,erkek,1998/12/13,antalya,ankara,1
40264,2019,17.0,erkek,1999/05/08,karaman,izmir,0
40265,2019,18.0,erkek,1999/06/09,eskisehir,istanbul,2
40266,2019,41.0,erkek,1997/11/21,konya,konya,1
40267,2019,12.0,erkek,1998/10/19,corum,corum,2
40268,2019,21.0,erkek,1997/10/13,ankara,istanbul,1
40269,2019,6.0,kadin,2000/03/26,ankara,ankara,Null
40270,2019,24.0,kadin,1997/04/03,antalya,ankara,1
40271,2019,44.0,kadin,1997/12/08,balikesir,izmir,1
40272,2019,25.0,kadin,1998/05/31,kocaeli,istanbul,1
40273,2019,33.0,kadin,1998/01/01,adana,izmir,1
40274,2019,40.0,kadin,1998/07/09,istanbul,istanbul,1
40275,2019,35.0,kadin,1999/09/29,sakarya,sakarya,1
40276,2019,48.0,kadin,2001/04/30,eskisehir,eskisehir,1
40277,2019,51.0,erkek,1996/08/19,afyonkarahisar,bursa,2
40278,2019,11.0,erkek,1996/11/23,istanbul,istanbul,1
40279,2019,30.0,erkek,2000/01/01,mardin,mersin,3
40280,2019,19.0,erkek,1997/03/18,ankara,ankara,0
40281,2019,32.0,erkek,1996/11/18,izmir,izmir,1
40282,2019,21.0,erkek,1997/07/30,gaziantep,izmir,2
40283,2019,8.0,erkek,1998/01/17,tekirdag,tekirdag,1
40284,2019,18.0,erkek,1998/07/03,kirklareli,kirklareli,3
40285,2019,9.0,kadin,1998/08/18,adana,adana,1
40286,2019,8.0,erkek,1997/11/23,artvin,erzurum,3
40287,2019,6.0,erkek,1998/06/12,agri,agri,5
40288,2019,19.0,erkek,2000/10/01,kirikkale,kirikkale,1
40289,2019,13.0,erkek,1995/01/04,erzurum,erzurum,3
40290,2019,19.0,kadin,1999/01/10,kastamonu,istanbul,2
40291,2019,13.0,kadin,1995/08/06,kirikkale,isparta,1
40292,2019,43.0,kadin,1999/12/18,hatay,adana,3
40293,2019,33.0,kadin,1996/10/29,hatay,hatay,1
40294,2019,5.0,kadin,2000/08/01,mersin,hatay,2
40295,2019,19.0,kadin,1998/07/03,gaziantep,kahramanmaras,3
40296,2019,26.0,kadin,1999/05/01,ankara,ankara,1
40297,2019,45.0,kadin,1999/11/16,erzurum,bursa,3
40298,2019,1.0,kadin,1996/07/08,izmir,izmir,0
40299,2019,7.0,kadin,1998/07/08,adana,adana,1
40300,2019,46.0,kadin,1998/12/05,balikesir,balikesir,1
40301,2019,12.0,kadin,1996/11/22,kirikkale,kirikkale,1
40302,2019,11.0,kadin,1998/02/21,diyarbakir,diyarbakir,3
40303,2019,34.0,kadin,1998/08/13,kirikkale,kirikkale,2
40304,2019,46.0,kadin,1998/06/05,istanbul,istanbul,1
40305,2019,17.0,kadin,1998/06/20,bursa,bursa,1
40306,2019,10.0,kadin,1997/09/25,artvin,malatya,1
40307,2019,11.0,kadin,1997/09/24,diyarbakir,diyarbakir,3
40308,2019,52.0,kadin,1998/11/07,kirikkale,kirikkale,1
40309,2019,9.0,kadin,1999/06/06,antalya,antalya,2
40310,2019,44.0,kadin,1998/11/16,rize,izmir,1
40311,2019,50.0,kadin,1997/04/13,istanbul,istanbul,2
40312,2019,21.0,kadin,1999/03/28,istanbul,kocaeli,0
40313,2019,11.0,kadin,1999/03/20,kayseri,kayseri,3
40314,2019,22.0,kadin,1997/09/29,agri,usak,3
40315,2019,53.0,kadin,1998/07/16,istanbul,mardin,2
40316,2019,26.0,kadin,2000/06/11,eskisehir,denizli,2
40317,2019,10.0,erkek,1997/01/03,mersin,sivas,3
40318,2019,16.0,erkek,1995/08/21,sanliurfa,gaziantep,2
40319,2019,24.0,erkek,1997/12/02,istanbul,istanbul,0
40320,2019,20.0,erkek,1995/12/12,aydin,aydin,3
40321,2019,12.0,erkek,1997/10/01,van,balikesir,3
40322,2019,17.0,erkek,2000/12/17,istanbul,istanbul,3
40323,2019,40.0,erkek,1996/01/14,diyarbakir,diyarbakir,4
40324,2019,12.0,erkek,1996/03/02,ankara,ankara,1
40325,2019,6.0,erkek,1999/10/04,ankara,bursa,2
40326,2019,36.0,erkek,1998/06/29,izmir,istanbul,1
40327,2019,40.0,erkek,1997/02/09,ankara,ankara,1
40328,2019,6.0,erkek,1995/12/27,ankara,ankara,2
40329,2019,10.0,erkek,1997/03/18,antalya,eskisehir,1
40330,2019,19.0,kadin,1998/08/02,izmir,izmir,1
40331,2019,13.0,kadin,1998/01/10,mardin,agri,5
40332,2019,32.0,kadin,1998/03/06,izmir,izmir,1
40333,2019,7.0,kadin,1996/05/29,ankara,malatya,1
40334,2019,11.0,kadin,1998/04/02,manisa,manisa,1
40335,2019,40.0,kadin,1997/06/05,istanbul,istanbul,1
40336,2019,29.0,kadin,1998/05/24,antalya,antalya,1
40337,2019,48.0,kadin,1997/09/08,Null,istanbul,2
40338,2019,9.0,kadin,1999/04/24,istanbul,istanbul,4
40339,2019,19.0,kadin,1997/07/15,adana,mersin,3
40340,2019,19.0,kadin,1995/08/04,karabuk,istanbul,2
40341,2019,19.0,kadin,1999/02/15,malatya,malatya,3
40342,2019,9.0,kadin,1999/09/20,kahramanmaras,kahramanmaras,5
40343,2019,32.0,kadin,2000/01/15,corum,corum,1
40344,2019,7.0,kadin,1999/10/10,sirnak,sirnak,5
40345,2019,9.0,kadin,1999/01/01,konya,konya,1
40346,2019,9.0,kadin,1999/01/05,mersin,mersin,2
40347,2019,17.0,kadin,1999/02/06,diyarbakir,istanbul,1
40348,2019,11.0,kadin,1996/03/20,mus,mus,1
40349,2019,9.0,kadin,2000/11/06,sanliurfa,sanliurfa,5
40350,2019,26.0,kadin,1995/04/13,tekirdag,tekirdag,1
40351,2019,44.0,kadin,1999/05/22,sivas,sivas,2
40352,2019,21.0,kadin,1996/07/14,sakarya,sakarya,2
40353,2019,13.0,kadin,1999/02/07,istanbul,istanbul,1
40354,2019,32.0,kadin,1996/10/12,sakarya,sakarya,0
40355,2019,44.0,kadin,2000/10/16,istanbul,istanbul,1
40356,2019,21.0,kadin,1999/09/09,mus,mus,5
40357,2019,29.0,kadin,1999/10/15,nigde,aydin,4
40358,2019,9.0,kadin,2000/11/20,karaman,karaman,2
40359,2019,9.0,kadin,1998/01/29,erzurum,erzurum,5
40360,2019,23.0,erkek,2002/07/28,van,tekirdag,5
40361,2019,35.0,kadin,1999/05/07,ankara,istanbul,1
40362,2019,9.0,kadin,1998/10/08,sivas,sivas,5
40363,2019,17.0,kadin,1999/01/26,adana,ankara,1
40364,2019,23.0,kadin,2000/06/11,Null,hatay,2
40365,2019,39.0,kadin,1997/05/09,adana,ankara,3
40366,2019,19.0,kadin,1999/03/10,diyarbakir,diyarbakir,5
40367,2019,19.0,kadin,1995/08/12,mardin,mardin,3
40368,2019,21.0,erkek,1997/06/03,kahramanmaras,sivas,2
40369,2019,24.0,kadin,1998/09/28,izmir,izmir,0
40370,2019,42.0,kadin,1999/01/21,isparta,ankara,2
40371,2019,13.0,kadin,1998/06/23,kars,kars,2
40372,2019,27.0,kadin,1997/10/03,denizli,antalya,1
40373,2019,17.0,kadin,1996/11/17,sivas,istanbul,3
40374,2019,39.0,kadin,1997/11/09,balikesir,balikesir,1
40375,2019,23.0,kadin,1998/01/07,mardin,mardin,5
40376,2019,9.0,kadin,1998/01/17,istanbul,istanbul,4
40377,2019,19.0,kadin,2000/01/08,eskisehir,eskisehir,0
40378,2019,11.0,kadin,1998/08/03,gumushane,istanbul,2
40379,2019,14.0,kadin,1999/03/05,aksaray,aksaray,1
40380,2019,22.0,kadin,1995/02/03,trabzon,trabzon,1
40381,2019,19.0,kadin,1999/05/05,agri,agri,5
40382,2019,11.0,kadin,1996/05/20,mugla,mugla,2
40383,2019,47.0,kadin,1997/01/01,balikesir,balikesir,1
40384,2019,31.0,kadin,1997/05/07,konya,kocaeli,2
