index2,Universite Adi,Universite Turu
37424,anadolu universitesi,devlet
37425,gazi universitesi,devlet
37426,sakarya universitesi,devlet
37427,yildirim beyazit universitesi,devlet
37428,bayburt universitesi,devlet
37429,bogazici universitesi,devlet
37430,akdeniz universitesi,devlet
37431,kahramanmaras sutcu imam,devlet
37432,trakya universitesi,devlet
37433,kocaeli universitesi,devlet
37434,suleyman demirel universitesi,devlet
37435,mardin artuklu universitesi,devlet
37436,agri ibrahim cecen universitesi,devlet
37437,sirnak universitesi,devlet
37438,ahi evran universitesi,devlet
37439,marmara universitesi,devlet
37440,ankara universitesi,devlet
37441,agri ibrahim cecen universitesi,devlet
37442,gumushane universitesi,devlet
37443,sakarya universitesi,devlet
37444,erzincan universitesi,devlet
37445,istanbul universitesi,devlet
37446,marmara universitesi,devlet
37447,mehmet akif ersoy universitesi,devlet
37448,abant izzet baysal universitesi,devlet
37449,erzincan universitesi,devlet
37450,izmir universitesi,devlet
37451,yalova universitesi,devlet
37452,mugla sitki kocman universitesi,devlet
37453,akdeniz universitesi,devlet
37454,gazi universitesi,devlet
37455,istanbul medeniyet universitesi,devlet
37456,namik kemal universitesi,devlet
37457,anadolu universitesi,devlet
37458,diger,devlet
37459,ataturk universitesi,devlet
37460,gazi universitesi,devlet
37461,yalova universitesi,devlet
37462,gazi universitesi,devlet
37463,karabuk universitesi,devlet
37464,kocaeli universitesi,devlet
37465,sakarya universitesi,devlet
37466,istanbul universitesi,devlet
37467,cumhuriyet universitesi,devlet
37468,orta dogu teknik universitesi,devlet
37469,marmara universitesi,devlet
37470,istanbul universitesi,devlet
37471,istanbul teknik universitesi,devlet
37472,inonu universitesi,devlet
37473,yildiz teknik universitesi,devlet
37474,istanbul teknik universitesi,devlet
37475,erciyes universitesi,devlet
37476,suleyman demirel universitesi,devlet
37477,pamukkale universitesi,devlet
37478,nigde universitesi,devlet
37479,karabuk universitesi,devlet
37480,eskisehir osmangazi universitesi,devlet
37481,necmettin erbakan universitesi,devlet
37482,ordu universitesi,devlet
37483,amasya universitesi,devlet
37484,turk-alman universitesi,devlet
37485,bogazici universitesi,devlet
37486,istanbul universitesi,devlet
37487,dicle universitesi,devlet
37488,gaziosmanpasa universitesi,devlet
37489,bogazici universitesi,devlet
37490,erciyes universitesi,devlet
37491,erciyes universitesi,devlet
37492,sakarya universitesi,devlet
37493,marmara universitesi,devlet
37494,sakarya universitesi,devlet
37495,ondokuz mayis universitesi,devlet
37496,firat universitesi,devlet
37497,kirikkale universitesi,devlet
37498,aksaray universitesi,devlet
37499,istanbul universitesi,devlet
37500,orta dogu teknik universitesi,devlet
37501,inonu universitesi,devlet
37502,uludag universitesi,devlet
37503,hacettepe universitesi,devlet
37504,mustafa kemal universitesi,devlet
37505,dicle universitesi,devlet
37506,istanbul universitesi,devlet
37507,cukurova universitesi,devlet
37508,anadolu universitesi,devlet
37509,usak universitesi,devlet
37510,dokuz eylul universitesi,devlet
37511,namik kemal universitesi,devlet
37512,marmara universitesi,devlet
37513,marmara universitesi,devlet
37514,erciyes universitesi,devlet
37515,hakkari universitesi,devlet
37516,yalova universitesi,devlet
37517,uludag universitesi,devlet
37518,anadolu universitesi,devlet
37519,marmara universitesi,devlet
37520,diger,devlet
37521,cumhuriyet universitesi,devlet
37522,harran universitesi,ozel
37523,kilis 7 aralik universitesi,devlet
37524,marmara universitesi,devlet
37525,istanbul universitesi,devlet
37526,yildiz teknik universitesi,devlet
37527,dumlupinar universitesi,devlet
37528,inonu universitesi,devlet
37529,selcuk universitesi,devlet
37530,sakarya universitesi,devlet
37531,karadeniz teknik universitesi,devlet
37532,gazi universitesi,devlet
37533,trakya universitesi,devlet
37534,mersin universitesi,devlet
37535,suleyman demirel universitesi,devlet
37536,mehmet akif ersoy universitesi,devlet
37537,suleyman demirel universitesi,devlet
37538,adnan menderes universitesi,devlet
37539,istanbul medipol universitesi,ozel
37540,karamanoglu mehmetbey,devlet
37541,gaziosmanpasa universitesi,devlet
37542,mehmet akif ersoy universitesi,devlet
37543,ondokuz mayis universitesi,devlet
37544,yildirim beyazit universitesi,devlet
37545,nigde universitesi,devlet
37546,turk hava kurumu universitesi,ozel
37547,ege universitesi,devlet
37548,adnan menderes universitesi,devlet
37549,sakarya universitesi,devlet
37550,anadolu universitesi,devlet
37551,istanbul teknik universitesi,devlet
37552,bursa teknik universitesi,devlet
37553,cumhuriyet universitesi,devlet
37554,firat universitesi,devlet
37555,gaziosmanpasa universitesi,devlet
37556,yildiz teknik universitesi,devlet
37557,afyon kocatepe universitesi,devlet
37558,gazi universitesi,devlet
37559,istanbul universitesi,devlet
37560,bogazici universitesi,devlet
37561,pamukkale universitesi,devlet
37562,sakarya universitesi,devlet
37563,bulent ecevit universitesi,devlet
37564,ataturk universitesi,devlet
37565,bogazici universitesi,devlet
37566,gazi universitesi,devlet
37567,erciyes universitesi,devlet
37568,harran universitesi,devlet
37569,suleyman demirel universitesi,devlet
37570,balikesir universitesi,devlet
37571,karadeniz teknik universitesi,devlet
37572,izmir yuksek teknoloji enstitusu,devlet
37573,karadeniz teknik universitesi,devlet
37574,uludag universitesi,devlet
37575,usak universitesi,devlet
37576,recep tayyip erdogan universitesi,devlet
37577,ege universitesi,devlet
37578,bilecik seyh edebali universitesi,devlet
37579,anadolu universitesi,devlet
37580,bogazici universitesi,devlet
37581,hitit universitesi,devlet
37582,osmaniye korkut ata universitesi,devlet
37583,kocaeli universitesi,devlet
37584,bulent ecevit universitesi,devlet
37585,diger,devlet
37586,selcuk universitesi,devlet
37587,yildiz teknik universitesi,devlet
37588,erciyes universitesi,devlet
37589,akdeniz universitesi,devlet
37590,suleyman demirel universitesi,devlet
37591,dokuz eylul universitesi,devlet
37592,istanbul universitesi,devlet
37593,pamukkale universitesi,devlet
37594,yildiz teknik universitesi,devlet
37595,yildiz teknik universitesi,devlet
37596,ordu universitesi,devlet
37597,cumhuriyet universitesi,devlet
37598,anadolu universitesi,devlet
37599,gaziantep universitesi,devlet
37600,erzurum teknik universitesi,devlet
37601,ege universitesi,devlet
37602,duzce universitesi,devlet
37603,istanbul teknik universitesi,devlet
37604,trakya universitesi,devlet
37605,ondokuz mayis universitesi,devlet
37606,ordu universitesi,devlet
37607,bozok universitesi,devlet
37608,istanbul universitesi,devlet
37609,adnan menderes universitesi,devlet
37610,bilecik seyh edebali universitesi,devlet
37611,kocaeli universitesi,devlet
37612,ataturk universitesi,devlet
37613,cankiri karatekin universitesi,devlet
37614,gaziosmanpasa universitesi,devlet
37615,hacettepe universitesi,devlet
37616,recep tayyip erdogan universitesi,devlet
37617,trakya universitesi,devlet
37618,akdeniz universitesi,devlet
37619,orta dogu teknik universitesi,devlet
37620,istanbul bilgi universitesi,ozel
37621,sakarya universitesi,devlet
37622,sakarya universitesi,devlet
37623,ondokuz mayis universitesi,devlet
37624,dokuz eylul universitesi,devlet
37625,istanbul universitesi,devlet
37626,hitit universitesi,devlet
37627,orta dogu teknik universitesi,devlet
37628,suleyman demirel universitesi,devlet
37629,sakarya universitesi,devlet
37630,karamanoglu mehmetbey,devlet
37631,trakya universitesi,devlet
37632,dokuz eylul universitesi,devlet
37633,bayburt universitesi,devlet
37634,aksaray universitesi,devlet
37635,inonu universitesi,devlet
37636,marmara universitesi,devlet
37637,balikesir universitesi,devlet
37638,marmara universitesi,devlet
37639,marmara universitesi,devlet
37640,sinop universitesi,devlet
37641,erciyes universitesi,devlet
37642,uludag universitesi,devlet
37643,istanbul universitesi,devlet
37644,cukurova universitesi,devlet
37645,firat universitesi,devlet
37646,istanbul universitesi,devlet
37647,istanbul universitesi,devlet
37648,istanbul teknik universitesi,devlet
37649,mimar sinan guzel sanatlar,devlet
37650,duzce universitesi,devlet
37651,afyon kocatepe universitesi,devlet
37652,gaziosmanpasa universitesi,devlet
37653,kahramanmaras sutcu imam,ozel
37654,osmaniye korkut ata universitesi,devlet
37655,usak universitesi,ozel
37656,karabuk universitesi,devlet
37657,duzce universitesi,devlet
37658,dumlupinar universitesi,devlet
37659,pamukkale universitesi,devlet
37660,sakarya universitesi,devlet
37661,yuzuncu yil universitesi,devlet
37662,balikesir universitesi,devlet
37663,bogazici universitesi,devlet
37664,usak universitesi,devlet
37665,bulent ecevit universitesi,devlet
37666,ondokuz mayis universitesi,devlet
37667,gazi universitesi,devlet
37668,harran universitesi,devlet
37669,cukurova universitesi,devlet
37670,hacettepe universitesi,devlet
37671,istanbul medeniyet universitesi,devlet
37672,nigde universitesi,devlet
37673,bogazici universitesi,devlet
37674,istanbul teknik universitesi,devlet
37675,ondokuz mayis universitesi,devlet
37676,bursa teknik universitesi,devlet
37677,karabuk universitesi,devlet
37678,gazi universitesi,devlet
37679,kastamonu universitesi,devlet
37680,anadolu universitesi,devlet
37681,adnan menderes universitesi,devlet
37682,kafkas universitesi,devlet
37683,pamukkale universitesi,devlet
37684,karabuk universitesi,devlet
37685,sirnak universitesi,devlet
37686,marmara universitesi,devlet
37687,anadolu universitesi,devlet
37688,gaziantep universitesi,devlet
37689,siirt universitesi,devlet
37690,dokuz eylul universitesi,devlet
37691,istanbul teknik universitesi,devlet
37692,ondokuz mayis universitesi,devlet
37693,istanbul sehir universitesi,ozel
37694,anadolu universitesi,devlet
37695,afyon kocatepe universitesi,devlet
37696,istanbul teknik universitesi,devlet
37697,yuzuncu yil universitesi,devlet
37698,marmara universitesi,devlet
37699,turk-alman universitesi,devlet
37700,dokuz eylul universitesi,devlet
37701,istanbul teknik universitesi,devlet
37702,istanbul universitesi,devlet
37703,kirikkale universitesi,devlet
37704,harran universitesi,devlet
37705,bilecik seyh edebali universitesi,devlet
37706,diger,devlet
37707,yildiz teknik universitesi,devlet
37708,yildiz teknik universitesi,devlet
37709,ataturk universitesi,devlet
37710,ataturk universitesi,devlet
37711,izmir yuksek teknoloji enstitusu,devlet
37712,istanbul teknik universitesi,devlet
37713,suleyman demirel universitesi,devlet
37714,gebze yuksek teknoloji enstitusu,devlet
37715,nevsehir haci bektas veli,devlet
37716,anadolu universitesi,devlet
37717,koc universitesi,ozel
37718,usak universitesi,devlet
37719,gaziantep universitesi,devlet
37720,akdeniz universitesi,devlet
37721,gazi universitesi,devlet
37722,bayburt universitesi,devlet
37723,artvin coruh universitesi,devlet
37724,marmara universitesi,devlet
37725,karabuk universitesi,devlet
37726,mersin universitesi,devlet
37727,akdeniz universitesi,devlet
37728,anadolu universitesi,devlet
37729,yildirim beyazit universitesi,devlet
37730,sakarya universitesi,devlet
37731,koc universitesi,ozel
37732,akdeniz universitesi,devlet
37733,sakarya universitesi,devlet
37734,sakarya universitesi,devlet
37735,istanbul teknik universitesi,devlet
37736,ondokuz mayis universitesi,devlet
37737,gazi universitesi,devlet
37738,diger,devlet
37739,kastamonu universitesi,devlet
37740,selcuk universitesi,devlet
37741,sinop universitesi,devlet
37742,aksaray universitesi,devlet
37743,bogazici universitesi,devlet
37744,bozok universitesi,devlet
37745,anadolu universitesi,devlet
37746,hacettepe universitesi,devlet
37747,orta dogu teknik universitesi,devlet
37748,erzincan universitesi,devlet
37749,istanbul universitesi,devlet
37750,yildiz teknik universitesi,devlet
37751,erciyes universitesi,devlet
37752,afyon kocatepe universitesi,devlet
37753,fatih sultan mehmet vakif,ozel
37754,yildirim beyazit universitesi,devlet
37755,yildirim beyazit universitesi,devlet
37756,marmara universitesi,devlet
37757,istanbul universitesi,devlet
37758,bogazici universitesi,devlet
37759,nigde universitesi,devlet
37760,istanbul universitesi,devlet
37761,igdir universitesi,devlet
37762,kocaeli universitesi,devlet
37763,nigde universitesi,devlet
37764,igdir universitesi,devlet
37765,gaziantep universitesi,devlet
37766,kahramanmaras sutcu imam,devlet
37767,istanbul teknik universitesi,devlet
37768,adnan menderes universitesi,devlet
37769,karabuk universitesi,devlet
37770,bulent ecevit universitesi,devlet
37771,bilecik seyh edebali universitesi,devlet
37772,diger,devlet
37773,cukurova universitesi,devlet
37774,dokuz eylul universitesi,devlet
37775,marmara universitesi,devlet
37776,akdeniz universitesi,devlet
37777,nigde universitesi,devlet
37778,anadolu universitesi,devlet
37779,bozok universitesi,devlet
37780,istanbul universitesi,devlet
37781,anadolu universitesi,devlet
37782,firat universitesi,devlet
37783,ege universitesi,devlet
37784,istanbul arel universitesi,ozel
37785,adana bilim ve teknoloji,devlet
37786,aksaray universitesi,devlet
37787,istanbul medeniyet universitesi,devlet
37788,usak universitesi,devlet
37789,firat universitesi,devlet
37790,karadeniz teknik universitesi,devlet
37791,mehmet akif ersoy universitesi,devlet
37792,adnan menderes universitesi,devlet
37793,istanbul universitesi,devlet
37794,suleyman demirel universitesi,devlet
37795,istanbul universitesi,devlet
37796,diger,devlet
37797,agri ibrahim cecen universitesi,devlet
37798,aksaray universitesi,devlet
37799,necmettin erbakan universitesi,devlet
37800,osmaniye korkut ata universitesi,devlet
37801,marmara universitesi,devlet
37802,anadolu universitesi,devlet
37803,sakarya universitesi,devlet
37804,sakarya universitesi,devlet
37805,gebze yuksek teknoloji enstitusu,devlet
37806,ege universitesi,devlet
37807,batman universitesi,devlet
37808,selcuk universitesi,devlet
37809,akdeniz universitesi,devlet
37810,dokuz eylul universitesi,devlet
37811,istanbul teknik universitesi,devlet
37812,yildiz teknik universitesi,devlet
37813,kastamonu universitesi,devlet
37814,kafkas universitesi,devlet
37815,celal bayar universitesi,devlet
37816,mus alparslan universitesi,devlet
37817,igdir universitesi,devlet
37818,bulent ecevit universitesi,devlet
37819,istanbul universitesi,devlet
37820,yildiz teknik universitesi,devlet
37821,bogazici universitesi,devlet
37822,ihsan dogramaci bilkent,ozel
37823,bogazici universitesi,devlet
37824,marmara universitesi,devlet
37825,istanbul teknik universitesi,devlet
37826,usak universitesi,devlet
37827,sinop universitesi,devlet
37828,hacettepe universitesi,devlet
37829,anadolu universitesi,devlet
37830,izmir katip celebi universitesi,devlet
37831,dokuz eylul universitesi,devlet
37832,bitlis eren universitesi,devlet
37833,istanbul medeniyet universitesi,devlet
37834,istanbul teknik universitesi,devlet
37835,yuzuncu yil universitesi,devlet
37836,bogazici universitesi,devlet
37837,dokuz eylul universitesi,devlet
37838,gazi universitesi,devlet
37839,ege universitesi,devlet
37840,mugla sitki kocman universitesi,devlet
37841,bogazici universitesi,devlet
37842,gaziantep universitesi,devlet
37843,bogazici universitesi,devlet
37844,inonu universitesi,devlet
37845,kocaeli universitesi,devlet
37846,ondokuz mayis universitesi,devlet
37847,dokuz eylul universitesi,devlet
37848,karabuk universitesi,devlet
37849,diger,devlet
37850,orta dogu teknik universitesi,devlet
37851,marmara universitesi,devlet
37852,mugla sitki kocman universitesi,devlet
