index1,index,Girisimcilik Kulupleri Tarzi Bir Kulube Uye misiniz?,Uye Oldugunuz Kulubun Ismi,Profesyonel Bir Spor Daliyla Mesgul musunuz?,Spor Dalindaki Rolunuz Nedir?,Aktif olarak bir STK üyesi misiniz?,Hangi STK'nin Uyesisiniz?,Stk Projesine Katildiniz Mi?,Girisimcilikle Ilgili Deneyiminiz Var Mi?,Girisimcilikle Ilgili Deneyiminizi Aciklayabilir misiniz?
903,903,1,ieee,0,yok,1,ekonomi rotaract,0,1,"arkadasim ile birlikte suanda bir uygulama uzerine calismaktayiz. gun icinde her insanin kullandigi bir alan uzerinde online, mobil rezarvasyon imkani saglayan uygulamanin temellerini attik. destek aramadan once yeterli calisip, konumuza hakim olmak istiyoruz. daha sonra destek arayip, projemizi genisletmek istiyoruz."
904,904,0,Null,1,bireysel,0,Null,1,0,Null
905,905,0,Null,0,yok,1,turkiye yesilay cemiyeti,0,0,Null
906,906,1,masaustu oyunlari kulubu,1,bireysel,0,Null,0,1,2014 ankara start-up zirvesinde ilk onda yer aldim
907,907,0,Null,0,yok,1,losev,1,0,Null
908,908,1,tiyatro,0,yok,0,Null,0,0,Null
909,909,1,psikoloji kulubu,0,yok,0,Null,0,0,Null
910,910,1,"civil engineering society cesa,aiu dance club ,young ceo club",0,yok,0,tema,1,1,belki komik olacak ama lisede oldugum zamanlarda mahalle muhtarimizi sponsor yaparak kendi mahallemizden bir takim kurup cesitli futbol turnuvalarina katildik nike gibi.
911,911,0,Null,0,yok,0,Null,1,0,Null
912,912,1,okan universitesi siir kulubu ve okan universitesi bilisim ve sosyal medya kulubu. bununla beraber okan universitesi others olusumunun yonetimindeyim,0,yok,0,Null,0,1,universitede others olusumunu kurdum. sosyal medyanin gucunu ogrenciler ile paylasmaya basladim.
913,913,1,leo,1,bireysel,0,Null,1,0,Null
914,914,1,business management club,0,yok,0,Null,1,1,finans muhendisligi alaninda yatirimci psikolojisinin tahliline yonelik dijital programin gelistirilmesi ve patentin alinmasi
915,915,1,aiesec,0,yok,0,Null,0,1,kendime ait bir adet fargo as250 kamyonetim var
916,916,1,ozu girisimcilik kulubu,0,yok,0,Null,1,1,bir start-up projesinde yer aldim ve aklimda olan 3 tane olan proje bulunmaktadir.
917,917,1,bilgili girisimciler,0,yok,0,Null,1,1,kucuk yastan beri ticaret icerisinde yetistim ve internet uzerinden kucuk yaslarda mal alim satimi yapmaya basladim. su anda egitimim nedeniyle bu durumu biraz azalttim fakat yetistigim isin de bana verdigi katkilarla daha iyisini yapacagimi dusunuyorum.
918,918,0,Null,0,yok,0,Null,1,0,Null
919,919,1,ozyegin universitesi fotografcilik munazara duyarli ozu ve oztog,0,yok,0,Null,1,0,engellilerle ilgili sosyal girisimcilik planlarim var onlari daha iyi anlayabilmek icin 2015-2016 donemi icin uskudar halk egitim kurslarindan braille alfabesi icin basvuruda bulundum
920,920,0,Null,0,yok,0,Null,1,0,Null
921,921,1,istanbul bilgi universitesi avrupa birligi kulubu,0,yok,0,Null,1,1,okulumuzdaki birtakim girisimcilik kuluplerinin icinde bulunup etkinliklerine katildim ve sektorde kendini kanitlamis kisileri dinleme firsati buldum.
922,922,0,Null,0,yok,0,Null,0,1,tayt tasarlayip internet uzerinden satis
923,923,0,Null,0,yok,0,Null,1,0,Null
924,924,0,Null,0,yok,1,semerkand vakfi,1,0,Null
925,925,1,sabanci universite radyo kulubu,0,yok,0,Null,1,1,akbank dusunce kulubunde gelistirdigimiz proje vardi. genc girisimciler ile bankaciliki bulusturmak icin 3 kisi bir proje hazirladik ve birinci secildik.
926,926,1,hukuk klubu,0,yok,0,Null,1,1,ailem gida sektorunde isletmecilik yapiyor. bu husustan girisimcilikle ilgili deneyimim bulunmaktadir.
927,927,1,isletme ve girisimcilik kulubu,0,yok,0,Null,1,0,Null
928,928,0,Null,0,yok,1,gaziantep genclik ve kultur evi,1,0,Null
929,929,1,isletmecilik kulubu,0,yok,0,Null,0,1,girimcsilik semirenire katilmistim
930,930,0,Null,0,yok,0,Null,1,0,Null
931,931,1,"masa tenisi klubu, vucut gelistirme klubu",1,bireysel,0,Null,1,0,Null
932,932,1,cankaya universitesi turk halk muzigi ve turk sanat muzigi korosu,0,yok,0,Null,0,0,Null
933,933,1,halkla iliskiler ve tanitim kulubu,0,yok,0,Null,1,0,Null
934,934,1,serbest kursu toplulugu,0,yok,0,Null,1,1,"startup duzeyine gecmemis olsa da, universitemizde aldigim entrpreneurship business model design dersi kapsaminda, uzerinde calistigimiz bir proje bulunmakta. projemiz saglik turizmi icin online pazaryeri olarak tanimlanabilir."
935,935,0,Null,0,yok,0,Null,1,1,isportacilik
936,936,1,"mimarlik klubu ,muzik klubu",0,yok,0,Null,1,0,Null
937,937,1,istanbul lisesi ekonomi kulubu,0,yok,1,losev,0,1,farkli sektor ve sirketlerde stajyerlik yaptim. 2015 mart ayinda girisimcilik sertifikami aldim
938,938,1,yeditepe women in business,0,yok,0,Null,0,0,Null
939,939,1,brand club,0,yok,0,Null,1,1,baskent universitesi on kulucka merkezinin yapmis oldugu yarismaya anestezi alaninda yazilimsal bakis adli proje ile on elemeleri gecip finallere katilmis bulunuyorum.
940,940,0,Null,0,yok,0,Null,1,0,Null
941,941,1,ultraslan uni taraftr klubune uyeyim,0,yok,0,Null,1,0,Null
942,942,0,Null,0,yok,0,Null,1,0,Null
943,943,1,eko-finans kulubu,0,yok,0,Null,1,1,emlak sektoru uzerinden bir girisimim var.
944,944,1,"tiyatro, beslenme ve diyetetik, okanli galatasaraylilar",0,yok,0,Null,0,0,Null
945,945,1,ieee ve girisimcilik kulubu,0,yok,0,Null,0,0,Null
946,946,1,yeditepe isletme kulubu,1,bireysel,0,Null,0,0,Null
947,947,1,turkiye endustri muhendisligi topluluklari birligi,0,yok,0,losev,0,0,Null
948,948,1,istanbul arel universitesi uluslararasi ticaret ve finans kulubu,0,yok,0,Null,1,0,Null
949,949,0,Null,0,yok,0,Null,1,1,"okudugum lise 20 yilli askin tarihi olan fakat kurumsal kulturunu kaybetmis bir liseydi. okudugum yillarda 2. siniftan itibaren bu kurumsal kultur meselesi kafama takilmisti. bende okulun 25ci yilinda bir kurumsallasmaya gitme teklifi sundum. ogrenci temsilciligi secimlerini kazandim. devlet okulundan bir marka yaratmayi denedim. okul logosunu kullanarak cesitli urunler urettik ve bunlari talebe sunduk. zamaninda bu girisimimi okul aile birligine kaptirmam ise ilk girisimcilik basarisizligim olmustur. okulda bir talep olusturup, bu talebi il disindan sirketlerle bir lise ogrencisi olarak karsilamaya calismistim. talep dogrultusunda donen para buyuyunce ne yazik ki 18 yasindan kucuk olmanin dezavantajiyla karsilastik. okul aile birligi kendi capimizda resmi olmayan sirketimize el koydu ve kendileri bu girisimi yurutmeye calisti. ne yazik ki kendileri devraldiktan bir sene sonra isi yurutemediler, kaybeden yine bizim emegimiz oldu. ama bu deneyim bana daha o yillarda cok sey ogretti. girisimcilik eger ayaga kalkmak ise dusmeyi bilmek gerekiyormus. dusmekten korkmak ayaga kalkmak ve yol almak icin bir insanin onundeki en buyuk engeldir. bu yuzden bu basarisizligimla gurur duyarim. cunku bu surecte para kazanmamis olabilirim ama paha bicilemez deneyimler kazandim."
950,950,1,bilkent ieee,0,yok,0,Null,0,0,Null
951,951,1,munazara kulubu,0,yok,0,Null,0,1,"girisimci olmak istedigim icin kollari sivayip basarisiz olmak icin birkac yol ogrendim. sirket ici girisimcilik adina bir sirketin yeni bir projesinde satis denemesi yaptim, olmadi. baska bir proje icin siyasi partilere gittik, olmadi. odtude hackathona katildik, az kalsin oluyordu, yine olmadi. :"
952,952,0,Null,0,yok,0,Null,1,1,kendim tasarladigim bazi oyuncak ve objeleri pazarliyodum
953,953,1,siyaset kulubu,0,yok,0,Null,0,0,Null
954,954,1,girisimcilik ve kariyer,0,yok,0,Null,1,1,okul yil bololari duzenledim ve organizasyonun birinci derece sorumlu olarak gorev yaptim.. bir yillik dershane yurt parami ve okul hacligimi cikardim kendi paramla odedim
955,955,1,elt club,0,yok,0,Null,0,1,kulubumuzde conversation club adi altinda bir olusumun hayata gecmesini sagladim. bu olusum icerisinde ogrencilerin ingilizce konusmalarina imkan saglayacak oturumlar duzenliyoruz.
956,956,0,Null,0,yok,0,Null,1,0,Null
957,957,1,girisimcilik kulubu,0,yok,0,Null,1,1,dogal urunler adina ciftciyle tuketici arasinda kopru olacak bir e-ticaret sitesi
958,958,1,"spor kulubu, hukuk kulubu, isletme kulubu",1,bireysel,0,Null,0,0,Null
959,959,0,Null,0,yok,1,osev vakfi,1,1,"sogla akademi, kariyerist kariyer ve girisimcilik merkezi egitim programlarindan mezun oldum. suanda sinemia.com da calisiyorum yeditepe universitesinde girisimcilik uzerine yuksek lisans da yapiyorum, %100 egitim bursu kazanmam durumunda ozyegin universitesi girisimcilik yuksek lisansina baslayacagim. son olarak, bir fikrimi pivot etme asamasindayim, 4 ay icinde hayata gecirme hedefim var."
960,960,0,Null,1,bireysel,0,Null,0,0,Null
961,961,1,international forestry students association,0,yok,0,Null,1,1,"mega grup bilisim adindaki uluslar arasi network marketing sirketinde kisisel gelisim ve satis ekibi kurma ve yonetme egitimi alarak, vizyoner nsanlardan yapilan yapilmasi beklenen ve planlanan yatirimlar hakkinda bilgi alip bu yatirimlari gerceklestirmek."
962,962,1,make a wish,0,yok,0,Null,0,0,Null
963,963,1,basin yayin kulubu,0,yok,0,Null,0,0,Null
964,964,0,Null,0,yok,0,Null,1,0,Null
965,965,0,Null,1,bireysel,0,Null,1,1,"bircok girisimcilik deneyislerim oldu.. butik dukyan,degisik pazarlama stratejisiyle gida sektoru .."
966,966,0,Null,0,yok,0,Null,0,0,Null
967,967,1,robotik kulubu-turk tarihi ve turk kulturu kulubu,0,yok,0,Null,1,1,lise de ingilizce kitaplarinin ucretlerinin pahali olmasindan dolayi disardan baska bir yer ile anlasip okuldaki ogrencilere satmistim.
968,968,1,tema /losev,0,yok,0,Null,0,0,Null
969,969,0,Null,0,yok,1,eysa eurodesk,0,0,Null
970,970,1,"politik dusunce kulubu, toplumsal duyarlilik projesi",0,yok,0,Null,0,0,Null
971,971,0,Null,0,yok,0,Null,1,1,tuzla genclik merkezi adi altinda bir cok faaliyet
972,972,0,Null,0,yok,1,anadolu genclik dernegi,1,0,Null
973,973,1,doga sporlari klubu,0,yok,1,toplum gonulluleri vakfi,0,0,Null
974,974,1,halic universitesi isletme enformatigi kulubu,0,yok,0,Null,0,0,Null
975,975,0,Null,0,yok,0,Null,0,0,Null
976,976,1,model birlismis milletler klubu,0,yok,0,Null,1,0,Null
977,977,1,ekonomi kulubu,0,yok,0,Null,0,1,"ders ici ve ders disi sirket kurma, girisimcilik uzerine seminer ve konferanslar"
978,978,1,girisimcilik klubu,0,yok,0,Null,0,0,Null
979,979,0,Null,0,bireysel,1,tog,0,0,Null
980,980,0,Null,0,yok,0,Null,0,0,Null
981,981,0,Null,0,yok,0,Null,0,0,Null
982,982,1,"ritim kulubu, ieu bisiklet klubu",0,yok,0,Null,0,0,Null
983,983,0,Null,0,yok,0,Null,1,0,Null
984,984,1,ozu robotik ve teknoloji klupu,0,yok,0,Null,1,1,kisisel hareket takibi ile gercek zamanli kapali alan konum belirleme sistemi projesini gelistirdim ve bu sene tet proje pazarinda ve yildizli projeler yarismasinda sergileme firsati buldum.
985,985,1,ipek media ve siyaset klubu,0,yok,0,Null,0,0,Null
986,986,1,fsmvu bilisim ve teknoloji kulubu,0,yok,0,Null,0,1,- istebu.org yarismasinda finale kalan takimlardan birinine dahildim - ulastirma denizcilik ve haberlesme bakanliginin duzenledigi yenilikci proje yarismasinda turkiye 2. si oldum - kosgeb onayli girisimcilik dersi aldim
987,987,1,yeditepe profesyonel takimi,0,yok,0,Null,1,0,Null
988,988,1,tennis society of aiu,1,bireysel,0,Null,0,1,havaciliga asik biri olarak pilot olmayi cok istiyorum bu simdilik universite sonrasina kaldi ama bu icimdeki havacilik aski hic sonmedi ve okulda havacilikla ilgili faaliyetler yurutmeye calisiyorum kulup kurarak basladim ileride cesitli etkinliklerle devami geleceginden eminim
989,989,1,bilkent kurek kulubu,0,yok,0,Null,0,1,"ilk girisimimi 5. sinifta ankaranin eryaman mahallesinde otobus duraginin hemen yanina kitap tezgahi acip satis yaparak yaptim. fakat bunun bir girisim oldugunu bu sene girsimciligi arastirmaya baslayinca ogrendim. universitede ise girisim olarak soyle bir sey yaptim: universitemizin hazirlik bolumunde kiz arkadasim okuyor ve onun daha fazla puan almasi ne yapabilirim diye dusundum ve careyi facebookta finding cope speaking partner adli bir grup kurdum ve 2 gun gibi kisa bir surede cogu hazirlik ogrencisine ulasan grup, ogrencilerin hangi sinifta hangi saatte sinava girecegini gruba yazip partner olanlarin birbirini bulmasiyla ve sinavdan once egzersiz yapmasiyla amacina ulasti.belki benim sevgilim partnerine ulasamadi ama en azindan baska insanlarin sinav notlarini genel anlamda 1-2 puan arttirmasina yardimci oldum"
990,990,1,startupmef / mef universitesi girisimcilik ve inovasyon kulubu,0,yok,0,Null,1,1,"2010-2013 yillari arasinda, cevremden ve piyasadan topladigim donanimlarin internet uzerinden satisini gerceklestirdim. bunun yaninda halen uzerinde calistigim genclik turizmine ve ozel turizme yonelik bir web sitesi bulunmakta. gecmiste ailem kanaliyla genel turizme yonelik benzer bir girisimde bulunmustum, fakat rekabet sartlari cok imkan vermedigi icin basarisiz oldu. bu biraz daha farkli bir proje, imkanlar dahilinde ancak tek basima calisabiliyorum, bu sureci yavaslatiyor ve modulun gelistirmesini tamamladiktan sonra, onumuzdeki sezonda hayata gecirmeyi planliyorum. yeni seyler ortaya koymak ve insalarin bunlardan fayda saglamasini istiyorum."
991,991,0,Null,0,yok,0,Null,1,1,"ozyegin universitesinde isletme ogrencisi olmama karsin bircok secmeli dersimi girisimcilik bolumunden aldim. bu kapsamda fit startup factory kurucu yoneticilerinden ihsan elginin acmis oldugu business model development dersi kapsaminda bir fikir uzerine 14 hafta calismis, ve donem sonunda tatmine edici sonuclar almistim. ve fakat bu fikri daha fazla gelistirip, gerceklestirmek imkanini bulamamistim. su an yine aldigim business plan dersi kapsaminda akademisyenim ile birlikte karar kildigimiz ve beni heyecanlandiran bir fikir uzerinde calismaktayiz."
992,992,1,izmir ekonomi universitesi bilgisayar bilimleri kulubu - izmir ekonomi universitesi latin danslari kulubu,0,yok,0,Null,0,1,etohum 2015 girisimlerinden ilk 15e kalmis olan projelerden pandoranin cikis asamasinda calistim.
993,993,1,akademik kariyer kulubu,0,yok,0,Null,0,1,"universal science adinda bir grup kurup ile uluslararasi bilimsel haberleri turkceye cevirmekte ve facebook ve websitemiz araciligiyla yayimlamaktayiz. gammascience.com ise gama bilim toplulugu adini verdigimiz, henuz resmi olmayan ama universal science hareketini ve bazi iple cekdigimiz organizasyonlari barindigimiz yapilanmanin web sitesi."
994,994,1,bahcesehir universitesi genc girisimciler kulubu,0,yok,0,Null,1,1,gectigimiz yaz kiz arkadasimla beraber bir instagram hesabi acarak bu hesap uzerinden kiyafet satisi yaptik. urunleri aliexpress ve ebay gibi sitelerdeki cinli tedarikcilerden getirttik. instagramda bu isi yapan bir cok hesap vardi ancak bizim amacimiz bir marka yaratip bu markanin belli bir giyim zevkine sahip kisilere hitap etmesiydi. daha cok kisiye daha kisa surede ulasabilmek icin oncelikle belli sayida takipci alarak takipci sayimizin cok gozukmesini sagladik. boylece sayfamizi ziyaret edenlerin bizi takip etme orani artti. yine takipci sayimizi arttirmak icin takipcilerimizden hesabimizi paylasarak katilmaya hak kazandiklari cekilisler duzenledik. cok kisa surede bekledigimizden buyuk bir ciroya ulastik ve iki ayin sonunda oldukca iyi kar ettik. urunlerinden memnun kaldigimiz bazi tedarikciler ile anlasarak duzenli alim yaptigimiz urunleri iskonto yaptirarak satin aldik. butun bunlarin yaninda musteri sayisi arttikca neredeyse butun gun isle ilgilenir hale gelmistik. eylul ayinda okullarin acilmasiyla hem okula odaklanmak hem de yasal olarak sikintiya girmemek amaciyla isi sonlandirdik. benim icin oldukca guzel bir tecrubeydi. isi sonlandirmis olsak da sifirdan baslayarak isleyen bir duzen kurma sureci beni oldukca tatmin etti ve bir seyler basardigimi hissettim.
995,995,1,bilkent ieee ogrenci kolu,0,yok,0,Null,0,0,Null
996,996,1,yeditepe universitesi isletme kulubu yumac,0,yok,0,Null,1,0,Null
997,997,0,Null,0,yok,0,Null,0,0,Null
998,998,1,bilim ve teknoloji grubu,0,yok,0,Null,0,0,Null
999,999,1,matematik klubu,0,yok,0,Null,0,0,Null
1000,1000,1,doga sporlari toplulugu,0,yok,0,Null,0,0,Null
