Bölüm,Universite Kacinci Sinif,Universite Not Ortalamasi,Daha Once Baska Bir Universiteden Mezun Olmus,"Daha Önceden Mezun Olunduysa, Mezun Olunan Üniversite"
hukuk(ikinci ogretim),4,0.00 - 2.50,hayir,
yazilim muhendisligi,4,0.00 - 2.50,hayir,
yiyecek-icecek isletmeciligi (yuksekokul),4,3.00 - 3.50,hayir,
denizcilik isletmeleri yonetimi (fakulte)(ingilizce),3,2.50 - 3.00,hayir,
endustri muhendisligi(ingilizce),4,3.00 - 3.50,hayir,
isletme,4,3.50 - 4.00,hayir,
elektrik-elektronik muhendisligi,2,3.00 - 3.50,hayir,
halkla iliskiler ve tanitim,2,3.00 - 3.50,hayir,
endustriyel tasarim,3,3.00 - 3.50,hayir,
bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
biyoloji(ingilizce),2,0.00 - 2.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
rehberlik ve psikolojik danismanlik,3,0.00 - 2.50,hayir,
elektrik muhendisligi,3,2.50 - 3.00,hayir,
bilgisayar muhendisligi(ingilizce)(ikinci ogretim),4,3.00 - 3.50,hayir,
hukuk,4,0.00 - 2.50,hayir,
bilgisayar ve ogretim teknolojileri ogretmenligi,3,2.50 - 3.00,hayir,
siyaset bilimi ve uluslararasi iliskiler(ingilizce)(tam burslu),2,0.00 - 2.50,hayir,
biyomedikal muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
yonetim bilisim sistemleri (fakulte),4,0.00 - 2.50,hayir,
hukuk,4,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
beslenme ve diyetetik (yuksekokul),4,2.50 - 3.00,hayir,
cevre muhendisligi,3,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,3,0.00 - 2.50,hayir,
isletme,4,0.00 - 2.50,hayir,
felsefe,2,Not Yok,hayir,
ingilizce ogretmenligi,3,3.50 - 4.00,hayir,
isletme,2,2.50 - 3.00,evet,mersin universitesi
makine muhendisligi(ikinci ogretim),1,0.00 - 2.50,hayir,
iktisat,2,2.50 - 3.00,hayir,
maliye,2,3.00 - 3.50,hayir,
metalurji ve malzeme muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
acil yardim ve afet yonetimi (yuksekokul),2,2.50 - 3.00,hayir,
ekonomi,3,0.00 - 2.50,hayir,
endustri muhendisligi,3,3.50 - 4.00,hayir,
diger,2,2.50 - 3.00,hayir,
iktisat,3,2.50 - 3.00,hayir,
tip(ingilizce),2,Not Yok,hayir,
tip,4,Not Yok,hayir,
iktisat(ingilizce)(ikinci ogretim),4,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
makine muhendisligi,2,2.50 - 3.00,hayir,
isletme(ingilizce),3,3.00 - 3.50,hayir,
endustri muhendisligi,4,2.50 - 3.00,hayir,
denizcilik isletmeleri yonetimi (fakulte)(ingilizce)(ikinci ogretim),4,2.50 - 3.00,hayir,
insaat muhendisligi,2,3.00 - 3.50,hayir,
hukuk,4,0.00 - 2.50,hayir,
bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
molekuler biyoloji ve genetik(ingilizce),2,3.50 - 4.00,hayir,
makine muhendisligi,3,2.50 - 3.00,hayir,
hemsirelik (fakulte),3,2.50 - 3.00,hayir,
isletme(ingilizce),3,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi,2,0.00 - 2.50,hayir,
isletme(ingilizce),3,3.00 - 3.50,hayir,
uluslararasi ticaret (fakulte),1,0.00 - 2.50,hayir,
maliye,3,2.50 - 3.00,hayir,
bilgisayar muhendisligi(turkce),4,2.50 - 3.00,hayir,
bilgisayar muhendisligi(turkce),2,2.50 - 3.00,hayir,
makine muhendisligi,3,0.00 - 2.50,hayir,
isletme,3,2.50 - 3.00,hayir,
yonetim bilisim sistemleri (fakulte)(ikinci ogretim),3,0.00 - 2.50,hayir,
isletme,3,3.00 - 3.50,hayir,
malzeme bilimi ve muhendisligi(ingilizce),3,0.00 - 2.50,hayir,
makine muhendisligi(tam burslu),3,3.50 - 4.00,hayir,
denizcilik isletmeleri yonetimi (fakulte)(uolp-maine maritime academy),4,0.00 - 2.50,hayir,
kimya ve surec muhendisligi,4,0.00 - 2.50,hayir,
istatistik,3,0.00 - 2.50,hayir,
iktisat,2,3.00 - 3.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
isletme(turkce),2,0.00 - 2.50,hayir,
makine muhendisligi(ikinci ogretim),4,0.00 - 2.50,hayir,
bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
tip,4,3.00 - 3.50,hayir,
mekatronik muhendisligi,4,0.00 - 2.50,hayir,
bilgisayar muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
insaat muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
makine muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
endustri muhendisligi,2,3.00 - 3.50,hayir,
isletme,4,0.00 - 2.50,hayir,
bilgisayar ve ogretim teknolojileri ogretmenligi,4,0.00 - 2.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
endustri muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
endustri muhendisligi(ingilizce),3,3.00 - 3.50,hayir,
istatistik ve bilgisayar bilimleri,2,0.00 - 2.50,hayir,
tip,2,3.00 - 3.50,hayir,
makine muhendisligi,1,0.00 - 2.50,hayir,
insaat muhendisligi,4,0.00 - 2.50,hayir,
metalurji ve malzeme muhendisligi,2,0.00 - 2.50,hayir,
makine muhendisligi(ikinci ogretim),3,0.00 - 2.50,hayir,
isletme(ikinci ogretim),4,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi(ingilizce)(ikinci ogretim),2,0.00 - 2.50,hayir,
iktisat,3,0.00 - 2.50,hayir,
kontrol muhendisligi,2,3.00 - 3.50,hayir,
sivil hava ulastirma isletmeciligi (yuksekokul),2,0.00 - 2.50,hayir,
kimya muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
eczacilik,2,3.00 - 3.50,hayir,
makine muhendisligi(ingilizce),4,3.00 - 3.50,hayir,
hukuk,4,3.00 - 3.50,hayir,
endustri muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
hukuk,4,3.00 - 3.50,hayir,
endustri muhendisligi,3,2.50 - 3.00,hayir,
endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
ilahiyat,3,3.50 - 4.00,hayir,
endustri muhendisligi,3,2.50 - 3.00,hayir,
ekonomi(ingilizce),4,2.50 - 3.00,hayir,
sivil hava ulastirma isletmeciligi (fakulte)(tam burslu),4,3.00 - 3.50,hayir,
elektrik-elektronik muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
kimya muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
kimya muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
hukuk,4,2.50 - 3.00,hayir,
dis hekimligi,3,3.00 - 3.50,hayir,
kimya muhendisligi,2,2.50 - 3.00,hayir,
maliye(ikinci ogretim),3,3.50 - 4.00,hayir,
metalurji ve malzeme muhendisligi,1,3.50 - 4.00,hayir,
sosyal hizmet (fakulte),4,3.00 - 3.50,hayir,
ucak muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
petrol ve dogalgaz muhendisligi,3,2.50 - 3.00,hayir,
bilgisayar muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
tarih,4,3.00 - 3.50,hayir,
tip,4,2.50 - 3.00,hayir,
isletme(ingilizce),4,2.50 - 3.00,hayir,
ic mimarlik,3,3.00 - 3.50,hayir,
tip,3,2.50 - 3.00,hayir,
isletme muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
uluslararasi ticaret (fakulte)(ingilizce),3,2.50 - 3.00,hayir,
mekatronik muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
hukuk,1,3.00 - 3.50,hayir,
mimarlik,3,2.50 - 3.00,hayir,
isletme,4,2.50 - 3.00,hayir,
bilgisayar muhendisligi,2,2.50 - 3.00,hayir,
makine muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
hukuk,4,2.50 - 3.00,hayir,
endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
sinif ogretmenligi,4,3.50 - 4.00,hayir,
eczacilik,4,3.00 - 3.50,hayir,
endustri muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
tip,2,2.50 - 3.00,hayir,
endustri muhendisligi,2,2.50 - 3.00,hayir,
hukuk,3,2.50 - 3.00,hayir,
sosyoloji,4,3.00 - 3.50,hayir,
endustri muhendisligi(ingilizce),3,3.00 - 3.50,hayir,
turk dili ve edebiyati,3,2.50 - 3.00,hayir,
kimya muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
rehberlik ve psikolojik danismanlik,3,3.00 - 3.50,hayir,
mimarlik,3,3.00 - 3.50,hayir,
isletme(ingilizce),2,0.00 - 2.50,hayir,
kimya(ingilizce),1,Not Yok,hayir,
endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
sosyal hizmet (fakulte),2,3.00 - 3.50,hayir,
turizm isletmeciligi (fakulte)(ingilizce),4,3.00 - 3.50,hayir,
endustri muhendisligi,2,3.00 - 3.50,hayir,
sosyoloji,4,3.00 - 3.50,hayir,
tip,3,2.50 - 3.00,hayir,
hukuk,3,2.50 - 3.00,hayir,
sosyal bilgiler ogretmenligi,4,3.00 - 3.50,hayir,
ilkogretim matematik ogretmenligi,3,2.50 - 3.00,hayir,
isletme(ikinci ogretim),4,3.50 - 4.00,hayir,
dis hekimligi,2,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi (m.t.o.k.),2,3.00 - 3.50,hayir,
iktisat,4,2.50 - 3.00,hayir,
mekatronik muhendisligi,3,2.50 - 3.00,hayir,
eczacilik,4,2.50 - 3.00,hayir,
ekonomi(ingilizce),2,2.50 - 3.00,hayir,
makine muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
eczacilik,3,2.50 - 3.00,hayir,
insaat muhendisligi,4,3.00 - 3.50,hayir,
makine muhendisligi,2,3.00 - 3.50,hayir,
kimya muhendisligi(ingilizce),2,3.00 - 3.50,hayir,
endustri muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
hukuk,4,2.50 - 3.00,hayir,
isletme(ingilizce),3,0.00 - 2.50,hayir,
tip,2,0.00 - 2.50,hayir,
endustri muhendisligi,2,2.50 - 3.00,hayir,
ucak muhendisligi,2,0.00 - 2.50,hayir,
yonetim bilisim sistemleri (fakulte)(ingilizce),2,0.00 - 2.50,hayir,
iktisat(ingilizce),2,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,2,0.00 - 2.50,hayir,
metalurji ve malzeme muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
endustri muhendisligi,2,3.00 - 3.50,hayir,
iletisim tasarimi ve yonetimi,3,0.00 - 2.50,hayir,
isletme muhendisligi,3,0.00 - 2.50,hayir,
bilgisayar muhendisligi(turkce),3,2.50 - 3.00,hayir,
isletme muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
matematik muhendisligi,5,2.50 - 3.00,hayir,
endustri muhendisligi,2,2.50 - 3.00,hayir,
isletme,3,2.50 - 3.00,hayir,
isletme enformatigi(almanca),4,2.50 - 3.00,hayir,
makine muhendisligi,2,2.50 - 3.00,hayir,
gida muhendisligi,3,2.50 - 3.00,hayir,
isletme,3,2.50 - 3.00,hayir,
insaat muhendisligi(ikinci ogretim),3,2.50 - 3.00,hayir,
ekonomi(ingilizce),4,0.00 - 2.50,hayir,
siyaset bilimi ve uluslararasi iliskiler(ingilizce),3,2.50 - 3.00,hayir,
iktisat(ingilizce),3,0.00 - 2.50,hayir,
endustri muhendisligi,3,2.50 - 3.00,hayir,
halkla iliskiler ve reklamcilik (fakulte),6,2.50 - 3.00,hayir,
mimarlik(ingilizce),2,2.50 - 3.00,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
hukuk,3,0.00 - 2.50,hayir,
fizik,3,2.50 - 3.00,hayir,
peyzaj mimarligi(ingilizce),2,3.00 - 3.50,hayir,
insaat muhendisligi (teknoloji fakultesi),3,2.50 - 3.00,hayir,
biyomuhendislik,4,0.00 - 2.50,hayir,
makine muhendisligi,4,0.00 - 2.50,hayir,
iktisat(ingilizce),2,3.00 - 3.50,hayir,
gida muhendisligi,3,3.00 - 3.50,hayir,
sosyoloji,3,2.50 - 3.00,hayir,
calisma ekonomisi ve endustri iliskileri,4,3.00 - 3.50,hayir,
elektrik muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
iktisat,3,3.00 - 3.50,hayir,
endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
bilgisayar muhendisligi(ingilizce),3,0.00 - 2.50,hayir,
insaat muhendisligi,4,2.50 - 3.00,hayir,
iktisat,2,2.50 - 3.00,hayir,
bilgisayar ve ogretim teknolojileri ogretmenligi,4,3.00 - 3.50,hayir,
matematik,3,2.50 - 3.00,hayir,
elektrik muhendisligi,1,2.50 - 3.00,hayir,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
iktisat,2,2.50 - 3.00,hayir,
enerji sistemleri muhendisligi (teknoloji fakultesi),3,2.50 - 3.00,hayir,
biyokimya,3,3.00 - 3.50,hayir,
iktisat,1,2.50 - 3.00,hayir,
sosyoloji,4,2.50 - 3.00,hayir,
siyaset bilimi ve kamu yonetimi,4,3.00 - 3.50,evet,ataturk universitesi
uluslararasi iliskiler,3,2.50 - 3.00,evet,istanbul gelisim universitesi
isletme,4,2.50 - 3.00,hayir,
bilgisayar muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
biyomuhendislik(ingilizce),2,0.00 - 2.50,hayir,
endustri muhendisligi(ikinci ogretim),3,2.50 - 3.00,hayir,
otomotiv muhendisligi,4,2.50 - 3.00,hayir,
endustri muhendisligi,4,0.00 - 2.50,hayir,
endustri muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
bilisim sistemleri muhendisligi,2,3.00 - 3.50,hayir,
elektrik-elektronik muhendisligi(ingilizce),2,3.50 - 4.00,hayir,
hukuk,1,2.50 - 3.00,hayir,
imalat muhendisligi (teknoloji fakultesi),4,3.00 - 3.50,hayir,
siyaset bilimi ve kamu yonetimi,4,3.00 - 3.50,hayir,
halkla iliskiler ve tanitim,4,0.00 - 2.50,hayir,
endustri muhendisligi(ingilizce),3,3.50 - 4.00,hayir,
gida muhendisligi,2,0.00 - 2.50,hayir,
yonetim bilisim sistemleri (yuksekokul),3,3.00 - 3.50,hayir,
mekatronik muhendisligi,2,0.00 - 2.50,hayir,
endustri muhendisligi(ingilizce),3,3.00 - 3.50,hayir,
makine muhendisligi,4,0.00 - 2.50,hayir,
bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
isletme(turkce),3,2.50 - 3.00,hayir,
kimya,4,2.50 - 3.00,hayir,
enerji sistemleri muhendisligi,3,2.50 - 3.00,hayir,
iktisat,2,2.50 - 3.00,hayir,
endustri muhendisligi(ikinci ogretim),3,0.00 - 2.50,hayir,
uluslararasi ticaret ve isletmecilik (fakulte),2,2.50 - 3.00,hayir,
iktisat,3,0.00 - 2.50,hayir,
mimarlik,2,3.00 - 3.50,evet,
endustri muhendisligi,2,3.00 - 3.50,hayir,
ingilizce ogretmenligi,3,0.00 - 2.50,hayir,
insaat muhendisligi,3,2.50 - 3.00,hayir,
gida muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
makine muhendisligi,2,0.00 - 2.50,hayir,
kimya(ingilizce),1,2.50 - 3.00,hayir,
uluslararasi ticaret ve finansman,5,2.50 - 3.00,hayir,
makine muhendisligi,3,0.00 - 2.50,hayir,
hukuk(ingilizce),3,0.00 - 2.50,hayir,
bilgisayar muhendisligi,2,0.00 - 2.50,hayir,
tip,2,Not Yok,hayir,
elektrik-elektronik muhendisligi(ingilizce)(ikinci ogretim),3,2.50 - 3.00,hayir,
bilgisayar ve ogretim teknolojileri ogretmenligi,5,2.50 - 3.00,hayir,
isletme,3,2.50 - 3.00,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
makine muhendisligi(ikinci ogretim),2,0.00 - 2.50,hayir,
bilgisayar muhendisligi(ikinci ogretim),3,2.50 - 3.00,hayir,
bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
makine muhendisligi,3,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi,5,0.00 - 2.50,hayir,
bilisim sistemleri ve teknolojileri (yuksekokul),2,2.50 - 3.00,hayir,
bilgisayar teknolojisi ve bilisim sistemleri (yuksekokul),2,2.50 - 3.00,hayir,
ceviribilim(almanca),4,2.50 - 3.00,hayir,
insaat muhendisligi,2,0.00 - 2.50,hayir,
gida muhendisligi,4,0.00 - 2.50,hayir,
makine muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
endustri muhendisligi,4,3.00 - 3.50,hayir,
bankacilik ve finans (fakulte),4,2.50 - 3.00,hayir,
iktisat,1,0.00 - 2.50,hayir,
insaat muhendisligi,3,2.50 - 3.00,hayir,
ekonometri,2,2.50 - 3.00,hayir,
ekonomi,1,Not Yok,hayir,
bilgisayar muhendisligi(ingilizce),hazirlik,Not Yok,hayir,
bilgisayar muhendisligi,4,0.00 - 2.50,hayir,
endustri muhendisligi,4,3.00 - 3.50,hayir,
gida muhendisligi,2,0.00 - 2.50,evet,ege universitesi
yazilim muhendisligi (teknoloji fakultesi)(ikinci ogretim),4,0.00 - 2.50,hayir,
bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
kimya,2,0.00 - 2.50,hayir,
elektronik ve haberlesme muhendisligi,2,0.00 - 2.50,hayir,
iktisat,4,0.00 - 2.50,hayir,
bilgisayar muhendisligi,2,0.00 - 2.50,hayir,
tip,4,3.00 - 3.50,hayir,
tip,2,3.00 - 3.50,hayir,
yonetim bilisim sistemleri (fakulte),2,0.00 - 2.50,hayir,
bitki koruma,3,0.00 - 2.50,hayir,
gida muhendisligi(ingilizce)(ikinci ogretim),3,0.00 - 2.50,hayir,
isletme,3,0.00 - 2.50,hayir,
tip,3,3.00 - 3.50,hayir,
diger,2,0.00 - 2.50,hayir,
endustri muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
halkla iliskiler ve tanitim(ingilizce),4,3.50 - 4.00,hayir,
makine muhendisligi(ikinci ogretim),5,0.00 - 2.50,hayir,
tip(ingilizce),2,2.50 - 3.00,hayir,
bilgisayar ve ogretim teknolojileri ogretmenligi,3,0.00 - 2.50,hayir,
eczacilik,4,3.00 - 3.50,hayir,
isletme,4,0.00 - 2.50,hayir,
elektronik ve haberlesme muhendisligi,4,0.00 - 2.50,hayir,
iktisat,3,0.00 - 2.50,hayir,
insaat muhendisligi(ikinci ogretim),2,0.00 - 2.50,hayir,
ekonometri,2,0.00 - 2.50,hayir,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
tip,3,3.00 - 3.50,hayir,
tarim makineleri,4,0.00 - 2.50,hayir,
makine muhendisligi(ikinci ogretim),1,0.00 - 2.50,evet,istanbul universitesi
kontrol ve otomasyon muhendisligi,2,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi,4,0.00 - 2.50,hayir,
imalat muhendisligi,4,2.50 - 3.00,hayir,
hemsirelik (fakulte),3,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi (m.t.o.k.),3,0.00 - 2.50,hayir,
insaat muhendisligi,3,0.00 - 2.50,hayir,
insaat muhendisligi(ingilizce),3,3.00 - 3.50,hayir,
iktisat(turkce),4,0.00 - 2.50,hayir,
iktisat(uolp-suny geneseo),2,0.00 - 2.50,hayir,
maliye(ikinci ogretim),3,0.00 - 2.50,hayir,
turizm isletmeciligi (fakulte),3,0.00 - 2.50,hayir,
ingilizce ogretmenligi(elt),4,3.00 - 3.50,hayir,
tip(istanbul),4,0.00 - 2.50,hayir,
tip,4,2.50 - 3.00,hayir,
rehberlik ve psikolojik danismanlik,4,3.50 - 4.00,hayir,
tip,5,3.00 - 3.50,hayir,
siyaset bilimi ve uluslararasi iliskiler,2,2.50 - 3.00,hayir,
sanat tarihi,3,3.00 - 3.50,hayir,
hukuk,4,2.50 - 3.00,hayir,
hukuk,4,2.50 - 3.00,hayir,
uluslararasi ticaret (fakulte),4,3.50 - 4.00,hayir,
ekonomi(ingilizce),3,3.50 - 4.00,hayir,
bilgisayar muhendisligi(ingilizce)(tam burslu),1,Not Yok,hayir,
rehberlik ve psikolojik danismanlik,3,3.00 - 3.50,hayir,
elektrik-elektronik muhendisligi(ingilizce),4,0.00 - 2.50,hayir,
bilgisayar muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
ic mimarlik ve cevre tasarimi,3,3.00 - 3.50,hayir,
tip,4,2.50 - 3.00,hayir,
isletme muhendisligi,3,2.50 - 3.00,hayir,
bilgisayar muhendisligi,2,3.00 - 3.50,hayir,
gorsel iletisim tasarimi,2,3.00 - 3.50,hayir,
eczacilik,2,2.50 - 3.00,hayir,
hukuk,4,2.50 - 3.00,hayir,
ingilizce ogretmenligi,4,3.00 - 3.50,hayir,
dis hekimligi,3,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,2,0.00 - 2.50,hayir,
beslenme ve diyetetik (fakulte),4,3.00 - 3.50,hayir,
eczacilik,4,2.50 - 3.00,hayir,
insaat muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
hukuk,3,2.50 - 3.00,hayir,
mimarlik,4,2.50 - 3.00,hayir,
uluslararasi iliskiler,2,3.00 - 3.50,hayir,
hukuk,3,2.50 - 3.00,hayir,
uluslararasi ticaret (yuksekokul),3,3.00 - 3.50,hayir,
mimarlik,4,2.50 - 3.00,hayir,
endustri muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
ucak muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
dis hekimligi,1,2.50 - 3.00,hayir,
insaat muhendisligi,3,2.50 - 3.00,hayir,
siyaset bilimi ve uluslararasi iliskiler,1,Not Yok,hayir,
elektrik-elektronik muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
hukuk,4,2.50 - 3.00,hayir,
isletme,3,0.00 - 2.50,hayir,
endustri muhendisligi(ingilizce)(uolp-southern illinois un. edwardsville),3,2.50 - 3.00,hayir,
eczacilik,3,0.00 - 2.50,hayir,
isletme,4,2.50 - 3.00,hayir,
hukuk(tam burslu),4,0.00 - 2.50,hayir,
rehberlik ve psikolojik danismanlik(ikinci ogretim),3,2.50 - 3.00,hayir,
bilgisayar muhendisligi(turkce),4,0.00 - 2.50,hayir,
halkla iliskiler ve tanitim,3,2.50 - 3.00,hayir,
hukuk,2,0.00 - 2.50,hayir,
endustri urunleri tasarimi,2,2.50 - 3.00,hayir,
elektrik muhendisligi,3,0.00 - 2.50,hayir,
makine muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
isletme(iktisat fakultesi),2,3.50 - 4.00,hayir,
mimarlik,4,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,4,2.50 - 3.00,hayir,
matematik(ingilizce),2,2.50 - 3.00,hayir,
kimya muhendisligi,4,0.00 - 2.50,hayir,
bilgisayar muhendisligi(ingilizce),4,2.50 - 3.00,hayir,
bilgisayar muhendisligi(turkce),3,0.00 - 2.50,hayir,
isletme(ingilizce),2,2.50 - 3.00,hayir,
bilgisayar muhendisligi,3,0.00 - 2.50,hayir,
uluslararasi ticaret (yuksekokul),1,0.00 - 2.50,hayir,
"radyo, televizyon ve sinema(ikinci ogretim)",4,2.50 - 3.00,hayir,
kamu yonetimi,3,2.50 - 3.00,hayir,
cevre muhendisligi,4,2.50 - 3.00,hayir,
endustri muhendisligi,3,2.50 - 3.00,hayir,
makine muhendisligi,2,0.00 - 2.50,hayir,
iktisat(ingilizce),2,2.50 - 3.00,hayir,
halkla iliskiler ve reklamcilik (fakulte),4,3.00 - 3.50,hayir,
iktisat,4,2.50 - 3.00,hayir,
matematik(ingilizce),2,3.00 - 3.50,hayir,
elektrik muhendisligi(ingilizce),3,0.00 - 2.50,hayir,
ucak muhendisligi(ingilizce),3,2.50 - 3.00,hayir,
isletme muhendisligi(ingilizce),2,0.00 - 2.50,hayir,
ilkogretim matematik ogretmenligi,4,3.00 - 3.50,hayir,
sosyoloji,3,2.50 - 3.00,hayir,
iktisat,2,3.00 - 3.50,hayir,
elektronik muhendisligi,3,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi,3,2.50 - 3.00,hayir,
ucak muhendisligi,3,2.50 - 3.00,hayir,
spor yoneticiligi (yuksekokul)(ikinci ogretim),3,3.00 - 3.50,hayir,
makine muhendisligi(ingilizce)(ikinci ogretim),3,3.00 - 3.50,hayir,
uluslararasi ticaret ve lojistik (fakulte),3,3.00 - 3.50,evet,uludag universitesi
hukuk,3,0.00 - 2.50,hayir,
elektronik ve haberlesme muhendisligi,3,3.00 - 3.50,hayir,
molekuler biyoloji ve genetik,4,2.50 - 3.00,hayir,
hemsirelik (fakulte),3,2.50 - 3.00,hayir,
biyokimya,3,3.00 - 3.50,hayir,
bilgisayar muhendisligi,4,2.50 - 3.00,hayir,
elektrik-elektronik muhendisligi(ingilizce),2,2.50 - 3.00,hayir,
kimya muhendisligi,3,0.00 - 2.50,hayir,
bilgisayar muhendisligi(ingilizce),1,Not Yok,hayir,
tip(istanbul),2,Not Yok,hayir,
"radyo, televizyon ve sinema",3,3.00 - 3.50,hayir,
uluslararasi iliskiler(ingilizce),2,0.00 - 2.50,hayir,
elektrik-elektronik muhendisligi,2,0.00 - 2.50,hayir,
isletme,4,2.50 - 3.00,hayir,
girisimcilik(ingilizce)(tam burslu),4,2.50 - 3.00,hayir,
ekonometri,,2.50 - 3.00,hayir,
endustri muhendisligi,4,2.50 - 3.00,hayir,
bilgisayar muhendisligi(ingilizce),1,0.00 - 2.50,hayir,
uluslararasi isletmecilik ve ticaret(ingilizce),4,0.00 - 2.50,hayir,
seyahat isletmeciligi ve turizm rehberligi (fakulte)(ingilizce),3,2.50 - 3.00,hayir,
isletme,3,3.00 - 3.50,hayir,
maliye,4,2.50 - 3.00,hayir,
biyokimya,3,2.50 - 3.00,hayir,
uluslararasi iliskiler(ingilizce),5,0.00 - 2.50,hayir,
tarla bitkileri,3,2.50 - 3.00,hayir,
uluslararasi ticaret ve lojistik (fakulte),3,2.50 - 3.00,hayir,
makine muhendisligi(ingilizce)(ikinci ogretim),1,0.00 - 2.50,hayir,
endustri muhendisligi,3,0.00 - 2.50,hayir,
maliye(ikinci ogretim),4,0.00 - 2.50,hayir,
calisma ekonomisi ve endustri iliskileri,2,2.50 - 3.00,hayir,
bilgisayar muhendisligi,3,2.50 - 3.00,hayir,
bilgisayar muhendisligi (teknoloji fakultesi),2,2.50 - 3.00,hayir,
sosyoloji,3,2.50 - 3.00,evet,anadolu universitesi
yonetim bilisim sistemleri (fakulte),2,2.50 - 3.00,hayir,
hemsirelik (fakulte),3,0.00 - 2.50,hayir,
maliye,2,0.00 - 2.50,hayir,
yonetim bilisim sistemleri (fakulte)(ikinci ogretim),2,2.50 - 3.00,hayir,
mimarlik,2,Not Yok,hayir,
mekatronik muhendisligi,3,0.00 - 2.50,hayir,
bilgisayar muhendisligi,2,2.50 - 3.00,hayir,
ingiliz dili ve edebiyati,3,2.50 - 3.00,hayir,
insaat muhendisligi,2,0.00 - 2.50,hayir,
diger,2,2.50 - 3.00,hayir,
enerji sistemleri muhendisligi,4,2.50 - 3.00,hayir,
diger,4,2.50 - 3.00,hayir,
bankacilik ve finans (yuksekokul),4,2.50 - 3.00,hayir,
psikoloji,4,3.50 - 4.00,hayir,
